delivery_id,po_id,vendor_id,promised_date,actual_date,days_late,on_time,condition,quality_issue,invoice_value_usd
DEL-PO-RFQ-0011-V011,PO-RFQ-0011-V011,V011,2026-05-04,2026-05-12,8,False,accepted,False,31741.1
DEL-PO-RFQ-0011-V018,PO-RFQ-0011-V018,V018,2025-09-17,2025-09-17,0,True,accepted,False,32246.7
DEL-PO-RFQ-0011-V002,PO-RFQ-0011-V002,V002,2025-10-06,2025-10-06,0,True,accepted,False,35692.39
DEL-PO-RFQ-0012-V013,PO-RFQ-0012-V013,V013,2026-05-17,2026-05-17,0,True,accepted,False,47697.91
DEL-PO-RFQ-0012-V002,PO-RFQ-0012-V002,V002,2025-09-09,2025-09-09,0,True,accepted,False,47019.81
DEL-PO-RFQ-0013-V018,PO-RFQ-0013-V018,V018,2026-01-08,2026-01-08,0,True,accepted,False,103099.51
DEL-PO-RFQ-0014-V018,PO-RFQ-0014-V018,V018,2025-12-21,2025-12-21,0,True,accepted,False,12954.67
DEL-PO-RFQ-0014-V011,PO-RFQ-0014-V011,V011,2025-11-01,2025-11-01,0,True,accepted,False,15659.23
DEL-PO-RFQ-0015-V007,PO-RFQ-0015-V007,V007,2025-12-25,2025-12-25,0,True,accepted,False,100464.57
DEL-PO-RFQ-0015-V009,PO-RFQ-0015-V009,V009,2026-01-07,2026-01-13,6,False,accepted,False,95792.97
DEL-PO-RFQ-0015-V010,PO-RFQ-0015-V010,V010,2025-09-30,2025-09-30,0,True,accepted,False,92094.16
DEL-PO-RFQ-0015-V019,PO-RFQ-0015-V019,V019,2026-02-13,2026-02-13,0,True,accepted,False,102665.43
DEL-PO-RFQ-0016-V018,PO-RFQ-0016-V018,V018,2026-02-20,2026-02-28,8,False,rejected,False,139024.81
DEL-PO-RFQ-0016-V013,PO-RFQ-0016-V013,V013,2025-11-26,2025-11-26,0,True,accepted,False,150780.3
DEL-PO-RFQ-0017-V018,PO-RFQ-0017-V018,V018,2026-01-04,2026-01-04,0,True,rejected,False,138341.16
DEL-PO-RFQ-0017-V006,PO-RFQ-0017-V006,V006,2025-10-18,2025-10-18,0,True,accepted,False,134081.64
DEL-PO-RFQ-0018-V001,PO-RFQ-0018-V001,V001,2025-10-25,2025-10-25,0,True,accepted,False,49174.53
DEL-PO-RFQ-0018-V004,PO-RFQ-0018-V004,V004,2026-02-16,2026-02-16,0,True,accepted,True,52966.83
DEL-PO-RFQ-0018-V019,PO-RFQ-0018-V019,V019,2026-04-15,2026-04-15,0,True,accepted,False,52619.34
DEL-PO-RFQ-0019-V011,PO-RFQ-0019-V011,V011,2026-01-28,2026-01-28,0,True,accepted,False,116519.75
DEL-PO-RFQ-0019-V002,PO-RFQ-0019-V002,V002,2025-09-29,2025-09-29,0,True,accepted,False,138187.69
DEL-PO-RFQ-0020-V008,PO-RFQ-0020-V008,V008,2025-10-15,2025-10-15,0,True,accepted,False,71488.0
DEL-PO-RFQ-0020-V012,PO-RFQ-0020-V012,V012,2026-05-11,2026-05-11,0,True,accepted,False,77056.51
DEL-PO-RFQ-0020-V003,PO-RFQ-0020-V003,V003,2026-06-03,2026-06-03,0,True,accepted_with_note,False,75542.03
DEL-PO-RFQ-0021-V006,PO-RFQ-0021-V006,V006,2026-02-01,2026-02-01,0,True,accepted_with_note,False,130007.01
DEL-PO-RFQ-0021-V016,PO-RFQ-0021-V016,V016,2026-02-24,2026-02-24,0,True,accepted,False,127525.53
DEL-PO-RFQ-0021-V011,PO-RFQ-0021-V011,V011,2025-11-14,2025-11-14,0,True,accepted_with_note,False,158390.91
DEL-PO-RFQ-0021-V018,PO-RFQ-0021-V018,V018,2025-08-29,2025-08-29,0,True,accepted,False,139645.51
DEL-PO-RFQ-0022-V008,PO-RFQ-0022-V008,V008,2026-02-03,2026-02-03,0,True,accepted,False,39081.24
DEL-PO-RFQ-0022-V014,PO-RFQ-0022-V014,V014,2026-04-01,2026-04-11,10,False,accepted,True,43163.48
DEL-PO-RFQ-0023-V002,PO-RFQ-0023-V002,V002,2026-01-19,2026-01-19,0,True,accepted,False,7369.0
DEL-PO-RFQ-0023-V021,PO-RFQ-0023-V021,V021,2025-09-27,2025-10-02,5,False,accepted,False,7191.05
DEL-PO-RFQ-0026-V001,PO-RFQ-0026-V001,V001,2026-02-08,2026-02-10,2,False,accepted_with_note,False,22686.08
DEL-PO-RFQ-0027-V006,PO-RFQ-0027-V006,V006,2025-10-02,2025-10-02,0,True,accepted_with_note,False,27606.22
DEL-PO-RFQ-0028-V018,PO-RFQ-0028-V018,V018,2026-05-22,2026-05-22,0,True,accepted,False,152510.24
DEL-PO-RFQ-0028-V011,PO-RFQ-0028-V011,V011,2026-04-16,2026-04-16,0,True,accepted_with_note,False,135396.26
DEL-PO-RFQ-0028-V013,PO-RFQ-0028-V013,V013,2025-10-25,2025-10-25,0,True,accepted,False,176016.16
DEL-PO-RFQ-0029-V018,PO-RFQ-0029-V018,V018,2025-09-20,2025-09-21,1,False,accepted_with_note,False,163510.47
DEL-PO-RFQ-0029-V021,PO-RFQ-0029-V021,V021,2026-05-14,2026-05-31,17,False,accepted,False,176437.26
DEL-PO-RFQ-0029-V013,PO-RFQ-0029-V013,V013,2026-04-22,2026-04-22,0,True,accepted,False,182687.25
DEL-PO-RFQ-0029-V002,PO-RFQ-0029-V002,V002,2026-02-21,2026-02-28,7,False,accepted,False,181303.81
DEL-PO-RFQ-0029-V016,PO-RFQ-0029-V016,V016,2026-04-16,2026-04-16,0,True,accepted,False,206728.66
DEL-PO-RFQ-0030-V013,PO-RFQ-0030-V013,V013,2025-12-20,2025-12-20,0,True,accepted,False,46528.36
DEL-PO-RFQ-0030-V002,PO-RFQ-0030-V002,V002,2025-12-08,2025-12-08,0,True,accepted,False,46539.23
DEL-PO-RFQ-0030-V021,PO-RFQ-0030-V021,V021,2026-03-18,2026-03-28,10,False,accepted_with_note,False,47258.44
DEL-PO-RFQ-0032-V002,PO-RFQ-0032-V002,V002,2026-01-20,2026-01-20,0,True,rejected,False,212836.01
DEL-PO-RFQ-0032-V016,PO-RFQ-0032-V016,V016,2025-09-29,2025-09-29,0,True,accepted,False,238954.93
DEL-PO-RFQ-0032-V021,PO-RFQ-0032-V021,V021,2025-09-13,2025-09-16,3,False,accepted_with_note,False,221739.82
DEL-PO-RFQ-0033-V019,PO-RFQ-0033-V019,V019,2025-12-08,2025-12-09,1,False,accepted,False,43962.91
DEL-PO-RFQ-0034-V016,PO-RFQ-0034-V016,V016,2025-11-17,2025-11-17,0,True,accepted,False,133333.75
DEL-PO-RFQ-0034-V021,PO-RFQ-0034-V021,V021,2025-11-06,2025-11-27,21,False,accepted,False,150332.69
DEL-PO-RFQ-0035-V021,PO-RFQ-0035-V021,V021,2026-05-18,2026-06-04,17,False,accepted,False,9157.79
DEL-PO-RFQ-0036-V002,PO-RFQ-0036-V002,V002,2025-12-27,2025-12-27,0,True,accepted,False,62220.97
DEL-PO-RFQ-0036-V016,PO-RFQ-0036-V016,V016,2025-11-12,2025-11-12,0,True,accepted,False,52388.63
DEL-PO-RFQ-0037-V013,PO-RFQ-0037-V013,V013,2026-02-24,2026-02-24,0,True,accepted,False,48316.14
DEL-PO-RFQ-0037-V016,PO-RFQ-0037-V016,V016,2026-05-23,2026-05-23,0,True,accepted,False,42427.05
DEL-PO-RFQ-0038-V019,PO-RFQ-0038-V019,V019,2026-04-23,2026-04-23,0,True,accepted,True,8546.78
DEL-PO-RFQ-0038-V017,PO-RFQ-0038-V017,V017,2026-04-29,2026-04-29,0,True,accepted,False,7783.68
DEL-PO-RFQ-0039-V002,PO-RFQ-0039-V002,V002,2025-08-04,2025-08-04,0,True,accepted,False,3813.93
DEL-PO-RFQ-0039-V016,PO-RFQ-0039-V016,V016,2025-10-04,2025-10-04,0,True,accepted,False,3845.03
DEL-PO-RFQ-0040-V011,PO-RFQ-0040-V011,V011,2026-04-29,2026-04-29,0,True,accepted,False,37468.17
DEL-PO-RFQ-0040-V021,PO-RFQ-0040-V021,V021,2025-10-31,2025-11-17,17,False,accepted,False,42597.53
DEL-PO-RFQ-0041-V010,PO-RFQ-0041-V010,V010,2026-03-23,2026-03-23,0,True,accepted,False,197337.98
DEL-PO-RFQ-0041-V007,PO-RFQ-0041-V007,V007,2025-12-01,2025-12-01,0,True,rejected,False,220696.52
DEL-PO-RFQ-0042-V011,PO-RFQ-0042-V011,V011,2026-05-27,2026-05-27,0,True,accepted,False,17625.94
DEL-PO-RFQ-0042-V002,PO-RFQ-0042-V002,V002,2025-10-05,2025-10-05,0,True,accepted,False,19058.4
DEL-PO-RFQ-0042-V018,PO-RFQ-0042-V018,V018,2025-09-22,2025-09-22,0,True,accepted,False,16922.41
DEL-PO-RFQ-0042-V021,PO-RFQ-0042-V021,V021,2026-05-22,2026-06-02,11,False,rejected,False,18731.01
DEL-PO-RFQ-0043-V001,PO-RFQ-0043-V001,V001,2025-08-06,2025-08-06,0,True,accepted,False,78836.43
DEL-PO-RFQ-0043-V010,PO-RFQ-0043-V010,V010,2025-10-31,2025-10-31,0,True,accepted,False,68032.61
DEL-PO-RFQ-0043-V004,PO-RFQ-0043-V004,V004,2026-02-19,2026-02-27,8,False,accepted,False,80984.96
DEL-PO-RFQ-0043-V007,PO-RFQ-0043-V007,V007,2025-10-12,2025-10-12,0,True,accepted,False,78053.47
DEL-PO-RFQ-0044-V004,PO-RFQ-0044-V004,V004,2025-12-30,2025-12-30,0,True,accepted,False,9154.64
DEL-PO-RFQ-0044-V009,PO-RFQ-0044-V009,V009,2026-03-07,2026-03-07,0,True,accepted,False,9473.58
DEL-PO-RFQ-0044-V007,PO-RFQ-0044-V007,V007,2025-12-19,2025-12-19,0,True,accepted,False,9672.19
DEL-PO-RFQ-0045-V009,PO-RFQ-0045-V009,V009,2026-02-14,2026-02-21,7,False,accepted,False,16816.35
DEL-PO-RFQ-0045-V019,PO-RFQ-0045-V019,V019,2025-10-16,2025-10-16,0,True,accepted_with_note,False,18870.14
DEL-PO-RFQ-0045-V001,PO-RFQ-0045-V001,V001,2026-04-21,2026-04-21,0,True,accepted,False,16797.2
DEL-PO-RFQ-0045-V004,PO-RFQ-0045-V004,V004,2026-02-14,2026-02-14,0,True,accepted,False,17303.95
DEL-PO-RFQ-0046-V019,PO-RFQ-0046-V019,V019,2026-05-11,2026-05-11,0,True,accepted_with_note,False,1233.33
DEL-PO-RFQ-0046-V010,PO-RFQ-0046-V010,V010,2026-01-16,2026-01-16,0,True,accepted,False,1108.55
DEL-PO-RFQ-0046-V001,PO-RFQ-0046-V001,V001,2026-04-22,2026-04-22,0,True,accepted_with_note,False,1210.4
DEL-PO-RFQ-0046-V017,PO-RFQ-0046-V017,V017,2026-01-28,2026-01-28,0,True,accepted_with_note,False,1047.15
DEL-PO-RFQ-0047-V015,PO-RFQ-0047-V015,V015,2026-01-19,2026-01-19,0,True,accepted,False,39540.19
DEL-PO-RFQ-0047-V014,PO-RFQ-0047-V014,V014,2025-10-02,2025-10-18,16,False,accepted,False,41590.02
DEL-PO-RFQ-0048-V002,PO-RFQ-0048-V002,V002,2025-11-01,2025-11-01,0,True,accepted_with_note,False,178390.04
DEL-PO-RFQ-0048-V021,PO-RFQ-0048-V021,V021,2026-02-10,2026-02-26,16,False,accepted,False,177576.33
DEL-PO-RFQ-0048-V013,PO-RFQ-0048-V013,V013,2026-04-27,2026-04-27,0,True,accepted,False,178192.52
DEL-PO-RFQ-0049-V002,PO-RFQ-0049-V002,V002,2025-11-15,2025-11-15,0,True,accepted_with_note,False,158112.74
DEL-PO-RFQ-0049-V013,PO-RFQ-0049-V013,V013,2026-02-17,2026-02-17,0,True,accepted,False,168867.31
DEL-PO-RFQ-0049-V018,PO-RFQ-0049-V018,V018,2026-03-22,2026-04-03,12,False,accepted,False,155652.86
DEL-PO-RFQ-0050-V010,PO-RFQ-0050-V010,V010,2025-09-29,2025-09-29,0,True,rejected,False,55238.98
DEL-PO-RFQ-0050-V007,PO-RFQ-0050-V007,V007,2025-10-17,2025-10-31,14,False,accepted_with_note,False,64010.88
DEL-PO-RFQ-0052-V021,PO-RFQ-0052-V021,V021,2026-04-07,2026-04-20,13,False,accepted,False,88628.71
DEL-PO-RFQ-0053-V013,PO-RFQ-0053-V013,V013,2025-10-25,2025-10-25,0,True,accepted,False,108905.43
DEL-PO-RFQ-0054-V016,PO-RFQ-0054-V016,V016,2026-03-12,2026-03-12,0,True,accepted,False,16192.64
DEL-PO-RFQ-0054-V002,PO-RFQ-0054-V002,V002,2025-11-13,2025-11-13,0,True,accepted,True,16044.06
DEL-PO-RFQ-0056-V006,PO-RFQ-0056-V006,V006,2026-02-15,2026-02-15,0,True,accepted_with_note,False,73000.71
DEL-PO-RFQ-0057-V019,PO-RFQ-0057-V019,V019,2025-11-21,2025-12-04,13,False,accepted,False,107469.26
DEL-PO-RFQ-0057-V024,PO-RFQ-0057-V024,V024,2026-04-24,2026-04-30,6,False,accepted,False,104293.54
DEL-PO-RFQ-0058-V016,PO-RFQ-0058-V016,V016,2026-01-09,2026-01-09,0,True,rejected,False,70724.91
DEL-PO-RFQ-0058-V006,PO-RFQ-0058-V006,V006,2026-04-14,2026-04-14,0,True,accepted,False,56929.51
DEL-PO-RFQ-0058-V011,PO-RFQ-0058-V011,V011,2025-09-09,2025-09-09,0,True,accepted,False,58888.38
DEL-PO-RFQ-0058-V021,PO-RFQ-0058-V021,V021,2025-08-07,2025-08-18,11,False,accepted,False,66864.24
DEL-PO-RFQ-0059-V010,PO-RFQ-0059-V010,V010,2026-02-04,2026-02-04,0,True,accepted_with_note,False,44621.87
DEL-PO-RFQ-0059-V017,PO-RFQ-0059-V017,V017,2025-11-02,2025-11-02,0,True,accepted,False,48440.45
DEL-PO-RFQ-0059-V009,PO-RFQ-0059-V009,V009,2025-10-16,2025-10-16,0,True,accepted,False,51958.48
DEL-PO-RFQ-0060-V019,PO-RFQ-0060-V019,V019,2026-05-31,2026-05-31,0,True,accepted,False,18956.38
DEL-PO-RFQ-0061-V018,PO-RFQ-0061-V018,V018,2026-05-17,2026-05-17,0,True,accepted,False,160649.85
DEL-PO-RFQ-0061-V002,PO-RFQ-0061-V002,V002,2025-12-02,2025-12-02,0,True,accepted,False,182892.83
DEL-PO-RFQ-0063-V010,PO-RFQ-0063-V010,V010,2026-02-15,2026-02-15,0,True,accepted,False,61244.07
DEL-PO-RFQ-0063-V007,PO-RFQ-0063-V007,V007,2026-04-17,2026-04-17,0,True,accepted_with_note,False,69162.68
DEL-PO-RFQ-0064-V018,PO-RFQ-0064-V018,V018,2026-03-14,2026-03-14,0,True,accepted_with_note,False,49508.9
DEL-PO-RFQ-0064-V016,PO-RFQ-0064-V016,V016,2025-11-12,2025-11-12,0,True,rejected,False,56380.02
DEL-PO-RFQ-0065-V021,PO-RFQ-0065-V021,V021,2025-12-21,2026-01-04,14,False,accepted,False,21531.94
DEL-PO-RFQ-0066-V013,PO-RFQ-0066-V013,V013,2026-01-09,2026-01-09,0,True,accepted,False,37017.9
DEL-PO-RFQ-0067-V002,PO-RFQ-0067-V002,V002,2026-04-30,2026-05-16,16,False,accepted,False,45455.65
DEL-PO-RFQ-0067-V016,PO-RFQ-0067-V016,V016,2026-02-16,2026-02-16,0,True,accepted_with_note,False,41348.43
DEL-PO-RFQ-0067-V013,PO-RFQ-0067-V013,V013,2026-01-13,2026-01-13,0,True,accepted,False,48775.3
DEL-PO-RFQ-0068-V016,PO-RFQ-0068-V016,V016,2026-01-30,2026-01-30,0,True,accepted,False,26312.43
DEL-PO-RFQ-0068-V002,PO-RFQ-0068-V002,V002,2025-09-21,2025-09-30,9,False,accepted,False,28293.65
DEL-PO-RFQ-0069-V017,PO-RFQ-0069-V017,V017,2025-10-10,2025-10-10,0,True,accepted,False,14202.29
DEL-PO-RFQ-0069-V009,PO-RFQ-0069-V009,V009,2025-11-08,2025-11-08,0,True,accepted,False,15121.95
DEL-PO-RFQ-0069-V004,PO-RFQ-0069-V004,V004,2025-11-08,2025-11-15,7,False,accepted,False,16054.15
DEL-PO-RFQ-0069-V007,PO-RFQ-0069-V007,V007,2026-01-24,2026-01-24,0,True,accepted,False,15001.88
DEL-PO-RFQ-0070-V010,PO-RFQ-0070-V010,V010,2026-05-14,2026-05-14,0,True,accepted,False,53248.6
DEL-PO-RFQ-0070-V009,PO-RFQ-0070-V009,V009,2025-12-29,2025-12-29,0,True,accepted,False,57612.59
DEL-PO-RFQ-0070-V024,PO-RFQ-0070-V024,V024,2025-08-17,2025-09-04,18,False,rejected,False,58920.91
DEL-PO-RFQ-0073-V008,PO-RFQ-0073-V008,V008,2025-10-15,2025-10-15,0,True,accepted,False,14691.92
DEL-PO-RFQ-0073-V005,PO-RFQ-0073-V005,V005,2026-01-04,2026-01-04,0,True,rejected,False,14981.51
DEL-PO-RFQ-0073-V015,PO-RFQ-0073-V015,V015,2026-02-16,2026-02-16,0,True,accepted,True,16293.07
DEL-PO-RFQ-0073-V020,PO-RFQ-0073-V020,V020,2025-12-22,2025-12-22,0,True,accepted,False,16761.13
DEL-PO-RFQ-0074-V010,PO-RFQ-0074-V010,V010,2026-02-02,2026-02-02,0,True,accepted,False,30125.75
DEL-PO-RFQ-0074-V007,PO-RFQ-0074-V007,V007,2025-10-05,2025-10-05,0,True,accepted,False,35274.56
DEL-PO-RFQ-0075-V017,PO-RFQ-0075-V017,V017,2026-05-25,2026-05-25,0,True,accepted,False,17311.32
DEL-PO-RFQ-0075-V001,PO-RFQ-0075-V001,V001,2026-01-05,2026-01-05,0,True,accepted,False,18901.32
DEL-PO-RFQ-0076-V021,PO-RFQ-0076-V021,V021,2026-01-28,2026-01-29,1,False,accepted_with_note,False,172825.74
DEL-PO-RFQ-0077-V016,PO-RFQ-0077-V016,V016,2026-03-10,2026-03-13,3,False,accepted,False,128096.17
DEL-PO-RFQ-0077-V013,PO-RFQ-0077-V013,V013,2025-10-03,2025-10-03,0,True,accepted,False,133541.03
DEL-PO-RFQ-0077-V021,PO-RFQ-0077-V021,V021,2025-11-07,2025-11-14,7,False,accepted,False,133727.23
DEL-PO-RFQ-0079-V008,PO-RFQ-0079-V008,V008,2025-10-04,2025-10-04,0,True,accepted,False,45723.23
DEL-PO-RFQ-0079-V012,PO-RFQ-0079-V012,V012,2026-04-10,2026-04-10,0,True,accepted,False,51292.77
DEL-PO-RFQ-0079-V020,PO-RFQ-0079-V020,V020,2026-03-18,2026-03-18,0,True,accepted,True,51232.14
DEL-PO-RFQ-0080-V009,PO-RFQ-0080-V009,V009,2026-04-13,2026-04-13,0,True,accepted,False,52453.7
DEL-PO-RFQ-0080-V019,PO-RFQ-0080-V019,V019,2025-09-06,2025-09-06,0,True,accepted,False,50042.18
DEL-PO-RFQ-0081-V009,PO-RFQ-0081-V009,V009,2025-11-16,2025-11-16,0,True,accepted,False,36083.71
DEL-PO-RFQ-0081-V001,PO-RFQ-0081-V001,V001,2025-11-21,2025-11-21,0,True,accepted,False,36415.39
DEL-PO-RFQ-0081-V004,PO-RFQ-0081-V004,V004,2026-04-09,2026-04-09,0,True,accepted,False,37252.88
DEL-PO-RFQ-0081-V022,PO-RFQ-0081-V022,V022,2026-03-30,2026-04-12,13,False,accepted,False,32656.78
DEL-PO-RFQ-0082-V011,PO-RFQ-0082-V011,V011,2026-03-09,2026-03-09,0,True,accepted,False,1845.16
DEL-PO-RFQ-0082-V002,PO-RFQ-0082-V002,V002,2025-10-03,2025-10-03,0,True,accepted,False,1907.86
DEL-PO-RFQ-0084-V009,PO-RFQ-0084-V009,V009,2025-12-12,2025-12-12,0,True,accepted,False,17993.63
DEL-PO-RFQ-0084-V019,PO-RFQ-0084-V019,V019,2025-08-23,2025-08-23,0,True,accepted,False,18692.8
DEL-PO-RFQ-0084-V004,PO-RFQ-0084-V004,V004,2025-10-11,2025-10-11,0,True,accepted,False,19346.33
DEL-PO-RFQ-0084-V007,PO-RFQ-0084-V007,V007,2025-10-03,2025-10-03,0,True,accepted,False,19724.63
DEL-PO-RFQ-0084-V010,PO-RFQ-0084-V010,V010,2025-12-19,2025-12-19,0,True,accepted,False,16848.31
DEL-PO-RFQ-0085-V019,PO-RFQ-0085-V019,V019,2025-12-23,2025-12-23,0,True,accepted,False,13345.63
DEL-PO-RFQ-0085-V009,PO-RFQ-0085-V009,V009,2026-03-29,2026-03-29,0,True,rejected,False,12135.53
DEL-PO-RFQ-0086-V011,PO-RFQ-0086-V011,V011,2025-11-04,2025-11-14,10,False,accepted,False,55702.51
DEL-PO-RFQ-0086-V021,PO-RFQ-0086-V021,V021,2025-10-28,2025-11-08,11,False,accepted,False,58894.79
DEL-PO-RFQ-0087-V009,PO-RFQ-0087-V009,V009,2026-03-25,2026-03-30,5,False,accepted,False,25154.77
DEL-PO-RFQ-0087-V001,PO-RFQ-0087-V001,V001,2026-04-28,2026-04-28,0,True,accepted,False,24460.93
DEL-PO-RFQ-0087-V004,PO-RFQ-0087-V004,V004,2026-05-08,2026-05-08,0,True,accepted_with_note,False,25444.69
DEL-PO-RFQ-0088-V013,PO-RFQ-0088-V013,V013,2026-05-09,2026-05-09,0,True,accepted,False,16659.39
DEL-PO-RFQ-0088-V016,PO-RFQ-0088-V016,V016,2025-10-31,2025-10-31,0,True,accepted,False,14512.7
DEL-PO-RFQ-0088-V002,PO-RFQ-0088-V002,V002,2026-02-28,2026-02-28,0,True,accepted,False,18290.98
DEL-PO-RFQ-0089-V021,PO-RFQ-0089-V021,V021,2025-09-04,2025-09-06,2,False,accepted,False,93966.31
DEL-PO-RFQ-0091-V010,PO-RFQ-0091-V010,V010,2025-08-28,2025-08-28,0,True,accepted,False,75755.65
DEL-PO-RFQ-0091-V009,PO-RFQ-0091-V009,V009,2025-11-02,2025-11-02,0,True,accepted,False,83331.02
DEL-PO-RFQ-0091-V024,PO-RFQ-0091-V024,V024,2026-02-21,2026-03-09,16,False,accepted,False,87963.18
DEL-PO-RFQ-0092-V005,PO-RFQ-0092-V005,V005,2025-12-04,2025-12-04,0,True,accepted,False,3744.88
DEL-PO-RFQ-0092-V012,PO-RFQ-0092-V012,V012,2025-12-16,2025-12-16,0,True,accepted_with_note,False,3888.56
DEL-PO-RFQ-0092-V003,PO-RFQ-0092-V003,V003,2025-11-27,2025-11-27,0,True,accepted,False,4106.12
DEL-PO-RFQ-0092-V020,PO-RFQ-0092-V020,V020,2025-09-07,2025-09-07,0,True,rejected,False,3971.69
DEL-PO-RFQ-0093-V002,PO-RFQ-0093-V002,V002,2025-12-26,2025-12-26,0,True,accepted,False,33033.24
DEL-PO-RFQ-0094-V010,PO-RFQ-0094-V010,V010,2026-05-16,2026-05-16,0,True,accepted,False,19644.55
DEL-PO-RFQ-0094-V024,PO-RFQ-0094-V024,V024,2025-09-22,2025-10-08,16,False,rejected,False,21297.94
DEL-PO-RFQ-0095-V011,PO-RFQ-0095-V011,V011,2025-09-26,2025-09-26,0,True,accepted,False,110448.24
DEL-PO-RFQ-0096-V016,PO-RFQ-0096-V016,V016,2025-08-29,2025-08-29,0,True,accepted,False,54125.9
DEL-PO-RFQ-0097-V018,PO-RFQ-0097-V018,V018,2025-11-11,2025-11-11,0,True,accepted,False,114503.47
DEL-PO-RFQ-0097-V013,PO-RFQ-0097-V013,V013,2026-05-12,2026-05-12,0,True,accepted,False,127189.48
DEL-PO-RFQ-0098-V008,PO-RFQ-0098-V008,V008,2025-10-07,2025-10-07,0,True,accepted,False,52233.62
DEL-PO-RFQ-0098-V014,PO-RFQ-0098-V014,V014,2025-12-11,2025-12-11,0,True,accepted,False,56653.24
DEL-PO-RFQ-0099-V006,PO-RFQ-0099-V006,V006,2025-08-27,2025-08-27,0,True,accepted_with_note,False,43377.36
DEL-PO-RFQ-0099-V018,PO-RFQ-0099-V018,V018,2026-05-26,2026-05-26,0,True,accepted_with_note,False,44563.56
DEL-PO-RFQ-0099-V011,PO-RFQ-0099-V011,V011,2026-01-16,2026-02-02,17,False,accepted,False,53821.28
DEL-PO-RFQ-0100-V018,PO-RFQ-0100-V018,V018,2026-01-27,2026-01-27,0,True,accepted_with_note,False,32821.49
DEL-PO-RFQ-0100-V021,PO-RFQ-0100-V021,V021,2026-02-16,2026-02-22,6,False,accepted_with_note,False,37332.39
DEL-PO-RFQ-0101-V013,PO-RFQ-0101-V013,V013,2025-10-20,2025-10-30,10,False,accepted,False,10420.56
DEL-PO-RFQ-0101-V002,PO-RFQ-0101-V002,V002,2026-02-18,2026-02-18,0,True,accepted,False,10494.18
DEL-PO-RFQ-0102-V009,PO-RFQ-0102-V009,V009,2025-08-29,2025-09-18,20,False,accepted,False,14921.39
DEL-PO-RFQ-0102-V019,PO-RFQ-0102-V019,V019,2025-09-28,2025-09-28,0,True,accepted,False,14565.51
DEL-PO-RFQ-0102-V017,PO-RFQ-0102-V017,V017,2026-06-21,2026-06-21,0,True,accepted,False,13304.94
DEL-PO-RFQ-0102-V022,PO-RFQ-0102-V022,V022,2026-03-14,2026-03-25,11,False,accepted_with_note,True,12388.49
