invite_id,rfq_id,vendor_id,vendor_name,invited_date,responded
RFQ-0018-INV-V019,RFQ-0018,V019,Emerald Isle Castings Ltd,2024-12-22,True
RFQ-0018-INV-V017,RFQ-0018,V017,Türk Makina A.Ş.,2024-12-22,True
RFQ-0018-INV-V024,RFQ-0018,V024,BalticTech UAB,2024-12-22,True
RFQ-0018-INV-V009,RFQ-0018,V009,Fischer & Söhne KG,2024-12-22,True
RFQ-0018-INV-V007,RFQ-0018,V007,Nakamura Tooling Co.,2024-12-22,False
RFQ-0018-INV-V022,RFQ-0018,V022,Andean Precision SRL,2024-12-22,False
RFQ-0019-INV-V006,RFQ-0019,V006,Bright Spark Electronics Ltd,2024-12-21,False
RFQ-0019-INV-V002,RFQ-0019,V002,Tanaka Electrical KK,2024-12-21,True
RFQ-0019-INV-V018,RFQ-0019,V018,Guangzhou Mech & Elec Co.,2024-12-21,True
RFQ-0019-INV-V016,RFQ-0019,V016,Precision Arc Systems,2024-12-21,False
RFQ-0019-INV-V021,RFQ-0019,V021,Helios Micro Systems,2024-12-21,False
RFQ-0019-INV-V013,RFQ-0019,V013,Vantage Sensors GmbH,2024-12-21,False
RFQ-0019-INV-V011,RFQ-0019,V011,Solaris Power Components,2024-12-21,True
RFQ-0020-INV-V020,RFQ-0020,V020,Rajasthan Rare Earths Ltd,2025-02-18,True
RFQ-0020-INV-V015,RFQ-0020,V015,Nordic Steel AS,2025-02-18,True
RFQ-0020-INV-V012,RFQ-0020,V012,Indra Copper Works,2025-02-18,True
RFQ-0020-INV-V014,RFQ-0020,V014,Coastal Alloys Pty Ltd,2025-02-18,True
RFQ-0020-INV-V008,RFQ-0020,V008,Delta Composites Inc.,2025-02-18,True
RFQ-0020-INV-V005,RFQ-0020,V005,Cerro Negro Metals SA,2025-02-18,False
RFQ-0020-INV-V003,RFQ-0020,V003,Patel Alloys Pvt Ltd,2025-02-18,True
RFQ-0020-INV-V023,RFQ-0020,V023,Sahara Industrial FZE,2025-02-18,False
RFQ-0021-INV-V011,RFQ-0021,V011,Solaris Power Components,2025-03-04,True
RFQ-0021-INV-V018,RFQ-0021,V018,Guangzhou Mech & Elec Co.,2025-03-04,True
RFQ-0021-INV-V016,RFQ-0021,V016,Precision Arc Systems,2025-03-04,True
RFQ-0021-INV-V021,RFQ-0021,V021,Helios Micro Systems,2025-03-04,False
RFQ-0021-INV-V013,RFQ-0021,V013,Vantage Sensors GmbH,2025-03-04,True
RFQ-0021-INV-V002,RFQ-0021,V002,Tanaka Electrical KK,2025-03-04,True
RFQ-0021-INV-V006,RFQ-0021,V006,Bright Spark Electronics Ltd,2025-03-04,True
RFQ-0022-INV-V020,RFQ-0022,V020,Rajasthan Rare Earths Ltd,2024-02-03,True
RFQ-0022-INV-V012,RFQ-0022,V012,Indra Copper Works,2024-02-03,True
RFQ-0022-INV-V003,RFQ-0022,V003,Patel Alloys Pvt Ltd,2024-02-03,True
RFQ-0022-INV-V005,RFQ-0022,V005,Cerro Negro Metals SA,2024-02-03,True
RFQ-0022-INV-V014,RFQ-0022,V014,Coastal Alloys Pty Ltd,2024-02-03,True
RFQ-0022-INV-V015,RFQ-0022,V015,Nordic Steel AS,2024-02-03,True
RFQ-0022-INV-V023,RFQ-0022,V023,Sahara Industrial FZE,2024-02-03,True
RFQ-0022-INV-V008,RFQ-0022,V008,Delta Composites Inc.,2024-02-03,True
RFQ-0023-INV-V021,RFQ-0023,V021,Helios Micro Systems,2024-02-07,True
RFQ-0023-INV-V013,RFQ-0023,V013,Vantage Sensors GmbH,2024-02-07,True
RFQ-0023-INV-V002,RFQ-0023,V002,Tanaka Electrical KK,2024-02-07,True
RFQ-0023-INV-V011,RFQ-0023,V011,Solaris Power Components,2024-02-07,False
RFQ-0023-INV-V006,RFQ-0023,V006,Bright Spark Electronics Ltd,2024-02-07,True
RFQ-0023-INV-V018,RFQ-0023,V018,Guangzhou Mech & Elec Co.,2024-02-07,True
RFQ-0023-INV-V016,RFQ-0023,V016,Precision Arc Systems,2024-02-07,False
RFQ-0024-INV-V016,RFQ-0024,V016,Precision Arc Systems,2024-08-07,True
RFQ-0024-INV-V021,RFQ-0024,V021,Helios Micro Systems,2024-08-07,False
RFQ-0024-INV-V006,RFQ-0024,V006,Bright Spark Electronics Ltd,2024-08-07,True
RFQ-0024-INV-V002,RFQ-0024,V002,Tanaka Electrical KK,2024-08-07,True
RFQ-0024-INV-V013,RFQ-0024,V013,Vantage Sensors GmbH,2024-08-07,True
RFQ-0024-INV-V011,RFQ-0024,V011,Solaris Power Components,2024-08-07,True
RFQ-0024-INV-V018,RFQ-0024,V018,Guangzhou Mech & Elec Co.,2024-08-07,True
RFQ-0025-INV-V016,RFQ-0025,V016,Precision Arc Systems,2024-04-29,True
RFQ-0025-INV-V002,RFQ-0025,V002,Tanaka Electrical KK,2024-04-29,False
RFQ-0025-INV-V011,RFQ-0025,V011,Solaris Power Components,2024-04-29,True
RFQ-0025-INV-V021,RFQ-0025,V021,Helios Micro Systems,2024-04-29,False
RFQ-0025-INV-V018,RFQ-0025,V018,Guangzhou Mech & Elec Co.,2024-04-29,False
RFQ-0025-INV-V013,RFQ-0025,V013,Vantage Sensors GmbH,2024-04-29,False
RFQ-0025-INV-V006,RFQ-0025,V006,Bright Spark Electronics Ltd,2024-04-29,False
RFQ-0026-INV-V022,RFQ-0026,V022,Andean Precision SRL,2024-06-30,True
RFQ-0026-INV-V004,RFQ-0026,V004,Strömberg Hydraulics AB,2024-06-30,True
RFQ-0026-INV-V007,RFQ-0026,V007,Nakamura Tooling Co.,2024-06-30,True
RFQ-0026-INV-V017,RFQ-0026,V017,Türk Makina A.Ş.,2024-06-30,False
RFQ-0026-INV-V010,RFQ-0026,V010,Adriatic Fastenings d.o.o.,2024-06-30,True
RFQ-0026-INV-V009,RFQ-0026,V009,Fischer & Söhne KG,2024-06-30,True
RFQ-0026-INV-V001,RFQ-0026,V001,Kovacs Precision GmbH,2024-06-30,True
RFQ-0026-INV-V024,RFQ-0026,V024,BalticTech UAB,2024-06-30,False
RFQ-0027-INV-V021,RFQ-0027,V021,Helios Micro Systems,2024-08-20,False
RFQ-0027-INV-V018,RFQ-0027,V018,Guangzhou Mech & Elec Co.,2024-08-20,False
RFQ-0027-INV-V006,RFQ-0027,V006,Bright Spark Electronics Ltd,2024-08-20,True
RFQ-0027-INV-V002,RFQ-0027,V002,Tanaka Electrical KK,2024-08-20,True
RFQ-0027-INV-V013,RFQ-0027,V013,Vantage Sensors GmbH,2024-08-20,False
RFQ-0027-INV-V016,RFQ-0027,V016,Precision Arc Systems,2024-08-20,False
RFQ-0027-INV-V011,RFQ-0027,V011,Solaris Power Components,2024-08-20,True
RFQ-0028-INV-V018,RFQ-0028,V018,Guangzhou Mech & Elec Co.,2024-05-03,True
RFQ-0028-INV-V021,RFQ-0028,V021,Helios Micro Systems,2024-05-03,True
RFQ-0028-INV-V013,RFQ-0028,V013,Vantage Sensors GmbH,2024-05-03,True
RFQ-0028-INV-V006,RFQ-0028,V006,Bright Spark Electronics Ltd,2024-05-03,False
RFQ-0028-INV-V002,RFQ-0028,V002,Tanaka Electrical KK,2024-05-03,True
RFQ-0028-INV-V011,RFQ-0028,V011,Solaris Power Components,2024-05-03,True
RFQ-0028-INV-V016,RFQ-0028,V016,Precision Arc Systems,2024-05-03,True
RFQ-0029-INV-V006,RFQ-0029,V006,Bright Spark Electronics Ltd,2024-01-28,False
RFQ-0029-INV-V016,RFQ-0029,V016,Precision Arc Systems,2024-01-28,True
RFQ-0029-INV-V018,RFQ-0029,V018,Guangzhou Mech & Elec Co.,2024-01-28,True
RFQ-0029-INV-V021,RFQ-0029,V021,Helios Micro Systems,2024-01-28,True
RFQ-0029-INV-V011,RFQ-0029,V011,Solaris Power Components,2024-01-28,False
RFQ-0029-INV-V013,RFQ-0029,V013,Vantage Sensors GmbH,2024-01-28,True
RFQ-0029-INV-V002,RFQ-0029,V002,Tanaka Electrical KK,2024-01-28,True
RFQ-0030-INV-V016,RFQ-0030,V016,Precision Arc Systems,2024-10-17,True
RFQ-0030-INV-V006,RFQ-0030,V006,Bright Spark Electronics Ltd,2024-10-17,False
RFQ-0030-INV-V011,RFQ-0030,V011,Solaris Power Components,2024-10-17,True
RFQ-0030-INV-V002,RFQ-0030,V002,Tanaka Electrical KK,2024-10-17,True
RFQ-0030-INV-V021,RFQ-0030,V021,Helios Micro Systems,2024-10-17,True
RFQ-0030-INV-V013,RFQ-0030,V013,Vantage Sensors GmbH,2024-10-17,True
RFQ-0030-INV-V018,RFQ-0030,V018,Guangzhou Mech & Elec Co.,2024-10-17,False
RFQ-0031-INV-V010,RFQ-0031,V010,Adriatic Fastenings d.o.o.,2025-04-13,True
RFQ-0031-INV-V022,RFQ-0031,V022,Andean Precision SRL,2025-04-13,True
RFQ-0031-INV-V007,RFQ-0031,V007,Nakamura Tooling Co.,2025-04-13,True
RFQ-0031-INV-V019,RFQ-0031,V019,Emerald Isle Castings Ltd,2025-04-13,True
RFQ-0031-INV-V004,RFQ-0031,V004,Strömberg Hydraulics AB,2025-04-13,False
RFQ-0031-INV-V001,RFQ-0031,V001,Kovacs Precision GmbH,2025-04-13,True
RFQ-0031-INV-V017,RFQ-0031,V017,Türk Makina A.Ş.,2025-04-13,False
RFQ-0031-INV-V024,RFQ-0031,V024,BalticTech UAB,2025-04-13,True
RFQ-0032-INV-V006,RFQ-0032,V006,Bright Spark Electronics Ltd,2025-02-05,False
RFQ-0032-INV-V011,RFQ-0032,V011,Solaris Power Components,2025-02-05,False
RFQ-0032-INV-V002,RFQ-0032,V002,Tanaka Electrical KK,2025-02-05,True
RFQ-0032-INV-V018,RFQ-0032,V018,Guangzhou Mech & Elec Co.,2025-02-05,True
RFQ-0032-INV-V013,RFQ-0032,V013,Vantage Sensors GmbH,2025-02-05,False
RFQ-0032-INV-V016,RFQ-0032,V016,Precision Arc Systems,2025-02-05,True
RFQ-0032-INV-V021,RFQ-0032,V021,Helios Micro Systems,2025-02-05,True
RFQ-0033-INV-V004,RFQ-0033,V004,Strömberg Hydraulics AB,2024-08-01,True
RFQ-0033-INV-V001,RFQ-0033,V001,Kovacs Precision GmbH,2024-08-01,True
RFQ-0033-INV-V010,RFQ-0033,V010,Adriatic Fastenings d.o.o.,2024-08-01,True
RFQ-0033-INV-V017,RFQ-0033,V017,Türk Makina A.Ş.,2024-08-01,True
RFQ-0033-INV-V024,RFQ-0033,V024,BalticTech UAB,2024-08-01,True
RFQ-0033-INV-V019,RFQ-0033,V019,Emerald Isle Castings Ltd,2024-08-01,True
RFQ-0033-INV-V007,RFQ-0033,V007,Nakamura Tooling Co.,2024-08-01,False
RFQ-0033-INV-V009,RFQ-0033,V009,Fischer & Söhne KG,2024-08-01,False
RFQ-0034-INV-V018,RFQ-0034,V018,Guangzhou Mech & Elec Co.,2025-01-29,True
RFQ-0034-INV-V002,RFQ-0034,V002,Tanaka Electrical KK,2025-01-29,True
RFQ-0034-INV-V011,RFQ-0034,V011,Solaris Power Components,2025-01-29,False
RFQ-0034-INV-V006,RFQ-0034,V006,Bright Spark Electronics Ltd,2025-01-29,False
RFQ-0034-INV-V016,RFQ-0034,V016,Precision Arc Systems,2025-01-29,True
RFQ-0034-INV-V013,RFQ-0034,V013,Vantage Sensors GmbH,2025-01-29,False
RFQ-0034-INV-V021,RFQ-0034,V021,Helios Micro Systems,2025-01-29,True
RFQ-0035-INV-V006,RFQ-0035,V006,Bright Spark Electronics Ltd,2024-12-12,True
RFQ-0035-INV-V021,RFQ-0035,V021,Helios Micro Systems,2024-12-12,True
RFQ-0035-INV-V013,RFQ-0035,V013,Vantage Sensors GmbH,2024-12-12,True
RFQ-0035-INV-V016,RFQ-0035,V016,Precision Arc Systems,2024-12-12,False
RFQ-0035-INV-V002,RFQ-0035,V002,Tanaka Electrical KK,2024-12-12,False
RFQ-0035-INV-V018,RFQ-0035,V018,Guangzhou Mech & Elec Co.,2024-12-12,False
RFQ-0035-INV-V011,RFQ-0035,V011,Solaris Power Components,2024-12-12,False
RFQ-0036-INV-V021,RFQ-0036,V021,Helios Micro Systems,2024-08-24,False
RFQ-0036-INV-V018,RFQ-0036,V018,Guangzhou Mech & Elec Co.,2024-08-24,True
RFQ-0036-INV-V006,RFQ-0036,V006,Bright Spark Electronics Ltd,2024-08-24,False
RFQ-0036-INV-V011,RFQ-0036,V011,Solaris Power Components,2024-08-24,True
RFQ-0036-INV-V002,RFQ-0036,V002,Tanaka Electrical KK,2024-08-24,True
RFQ-0036-INV-V016,RFQ-0036,V016,Precision Arc Systems,2024-08-24,True
RFQ-0036-INV-V013,RFQ-0036,V013,Vantage Sensors GmbH,2024-08-24,False
RFQ-0037-INV-V002,RFQ-0037,V002,Tanaka Electrical KK,2024-10-14,False
RFQ-0037-INV-V006,RFQ-0037,V006,Bright Spark Electronics Ltd,2024-10-14,True
RFQ-0037-INV-V011,RFQ-0037,V011,Solaris Power Components,2024-10-14,False
RFQ-0037-INV-V018,RFQ-0037,V018,Guangzhou Mech & Elec Co.,2024-10-14,True
RFQ-0037-INV-V021,RFQ-0037,V021,Helios Micro Systems,2024-10-14,True
RFQ-0037-INV-V016,RFQ-0037,V016,Precision Arc Systems,2024-10-14,True
RFQ-0037-INV-V013,RFQ-0037,V013,Vantage Sensors GmbH,2024-10-14,True
RFQ-0038-INV-V001,RFQ-0038,V001,Kovacs Precision GmbH,2025-02-18,True
RFQ-0038-INV-V024,RFQ-0038,V024,BalticTech UAB,2025-02-18,True
RFQ-0038-INV-V007,RFQ-0038,V007,Nakamura Tooling Co.,2025-02-18,True
RFQ-0038-INV-V022,RFQ-0038,V022,Andean Precision SRL,2025-02-18,True
RFQ-0038-INV-V019,RFQ-0038,V019,Emerald Isle Castings Ltd,2025-02-18,True
RFQ-0038-INV-V017,RFQ-0038,V017,Türk Makina A.Ş.,2025-02-18,True
RFQ-0038-INV-V004,RFQ-0038,V004,Strömberg Hydraulics AB,2025-02-18,True
RFQ-0038-INV-V010,RFQ-0038,V010,Adriatic Fastenings d.o.o.,2025-02-18,True
RFQ-0039-INV-V002,RFQ-0039,V002,Tanaka Electrical KK,2024-02-14,True
RFQ-0039-INV-V006,RFQ-0039,V006,Bright Spark Electronics Ltd,2024-02-14,True
RFQ-0039-INV-V021,RFQ-0039,V021,Helios Micro Systems,2024-02-14,True
RFQ-0039-INV-V013,RFQ-0039,V013,Vantage Sensors GmbH,2024-02-14,True
RFQ-0039-INV-V018,RFQ-0039,V018,Guangzhou Mech & Elec Co.,2024-02-14,True
RFQ-0039-INV-V016,RFQ-0039,V016,Precision Arc Systems,2024-02-14,True
RFQ-0039-INV-V011,RFQ-0039,V011,Solaris Power Components,2024-02-14,True
RFQ-0040-INV-V018,RFQ-0040,V018,Guangzhou Mech & Elec Co.,2024-09-14,True
RFQ-0040-INV-V013,RFQ-0040,V013,Vantage Sensors GmbH,2024-09-14,True
RFQ-0040-INV-V021,RFQ-0040,V021,Helios Micro Systems,2024-09-14,True
RFQ-0040-INV-V016,RFQ-0040,V016,Precision Arc Systems,2024-09-14,False
RFQ-0040-INV-V006,RFQ-0040,V006,Bright Spark Electronics Ltd,2024-09-14,False
RFQ-0040-INV-V011,RFQ-0040,V011,Solaris Power Components,2024-09-14,True
RFQ-0040-INV-V002,RFQ-0040,V002,Tanaka Electrical KK,2024-09-14,False
RFQ-0041-INV-V001,RFQ-0041,V001,Kovacs Precision GmbH,2024-05-25,False
RFQ-0041-INV-V007,RFQ-0041,V007,Nakamura Tooling Co.,2024-05-25,True
RFQ-0041-INV-V019,RFQ-0041,V019,Emerald Isle Castings Ltd,2024-05-25,True
RFQ-0041-INV-V022,RFQ-0041,V022,Andean Precision SRL,2024-05-25,True
RFQ-0041-INV-V010,RFQ-0041,V010,Adriatic Fastenings d.o.o.,2024-05-25,True
RFQ-0041-INV-V017,RFQ-0041,V017,Türk Makina A.Ş.,2024-05-25,True
RFQ-0041-INV-V004,RFQ-0041,V004,Strömberg Hydraulics AB,2024-05-25,True
RFQ-0041-INV-V024,RFQ-0041,V024,BalticTech UAB,2024-05-25,False
RFQ-0042-INV-V002,RFQ-0042,V002,Tanaka Electrical KK,2025-01-23,True
