week_start,commodity,unit,price,yoy_change_pct,shock_flag
2024-10-21,Steel HR Coil,USD/MT,1989.782,,1
2024-10-28,Steel HR Coil,USD/MT,2108.922,,1
2024-11-04,Steel HR Coil,USD/MT,2352.674,,1
2024-11-11,Steel HR Coil,USD/MT,2583.652,,1
2024-11-18,Steel HR Coil,USD/MT,2911.574,,1
2024-11-25,Steel HR Coil,USD/MT,3510.203,,1
2024-12-02,Steel HR Coil,USD/MT,3548.77,,0
2024-12-09,Steel HR Coil,USD/MT,3527.342,,0
2024-12-16,Steel HR Coil,USD/MT,3614.979,,0
2024-12-23,Steel HR Coil,USD/MT,3665.108,,0
2024-12-30,Steel HR Coil,USD/MT,3710.198,,0
2025-01-06,Steel HR Coil,USD/MT,3773.165,,0
2025-01-13,Steel HR Coil,USD/MT,3973.948,,0
2025-01-20,Steel HR Coil,USD/MT,3868.749,,0
2025-01-27,Steel HR Coil,USD/MT,3921.522,,0
2025-02-03,Steel HR Coil,USD/MT,3837.76,,0
2025-02-10,Steel HR Coil,USD/MT,3897.966,,0
2025-02-17,Steel HR Coil,USD/MT,3815.457,,0
2025-02-24,Steel HR Coil,USD/MT,3782.514,,0
2025-03-03,Steel HR Coil,USD/MT,3761.418,,0
2025-03-10,Steel HR Coil,USD/MT,3859.95,,0
2025-03-17,Steel HR Coil,USD/MT,3955.527,,0
2025-03-24,Steel HR Coil,USD/MT,3839.461,,0
2025-03-31,Steel HR Coil,USD/MT,3851.645,,0
2025-04-07,Steel HR Coil,USD/MT,3790.251,,0
2025-04-14,Steel HR Coil,USD/MT,3677.822,,0
2025-04-21,Steel HR Coil,USD/MT,3664.489,,0
2025-04-28,Steel HR Coil,USD/MT,3642.824,,0
2025-05-05,Steel HR Coil,USD/MT,3870.384,,0
2025-05-12,Steel HR Coil,USD/MT,3919.243,,0
2025-05-19,Steel HR Coil,USD/MT,3791.318,,0
2025-05-26,Steel HR Coil,USD/MT,3744.611,,0
2025-06-02,Steel HR Coil,USD/MT,3846.968,,0
2025-06-09,Steel HR Coil,USD/MT,4054.747,,0
2025-06-16,Steel HR Coil,USD/MT,3901.277,,0
2025-06-23,Steel HR Coil,USD/MT,3724.946,,0
2025-06-30,Steel HR Coil,USD/MT,3905.882,,0
2024-01-01,Aluminium 6061,USD/MT,2472.031,,0
2024-01-08,Aluminium 6061,USD/MT,2432.069,,0
2024-01-15,Aluminium 6061,USD/MT,2460.992,,0
2024-01-22,Aluminium 6061,USD/MT,2334.214,,0
2024-01-29,Aluminium 6061,USD/MT,2337.173,,0
2024-02-05,Aluminium 6061,USD/MT,2355.301,,0
2024-02-12,Aluminium 6061,USD/MT,2401.666,,0
2024-02-19,Aluminium 6061,USD/MT,2355.847,,0
2024-02-26,Aluminium 6061,USD/MT,2362.712,,0
2024-03-04,Aluminium 6061,USD/MT,2321.817,,0
2024-03-11,Aluminium 6061,USD/MT,2336.462,,0
2024-03-18,Aluminium 6061,USD/MT,2297.427,,0
2024-03-25,Aluminium 6061,USD/MT,2281.432,,0
2024-04-01,Aluminium 6061,USD/MT,2238.732,,0
2024-04-08,Aluminium 6061,USD/MT,2270.573,,0
2024-04-15,Aluminium 6061,USD/MT,2312.281,,0
2024-04-22,Aluminium 6061,USD/MT,2304.206,,0
2024-04-29,Aluminium 6061,USD/MT,2308.733,,0
2024-05-06,Aluminium 6061,USD/MT,2244.615,,0
2024-05-13,Aluminium 6061,USD/MT,2233.856,,0
2024-05-20,Aluminium 6061,USD/MT,2234.293,,0
2024-05-27,Aluminium 6061,USD/MT,2354.087,,0
2024-06-03,Aluminium 6061,USD/MT,2304.558,,0
2024-06-10,Aluminium 6061,USD/MT,2374.809,,0
2024-06-17,Aluminium 6061,USD/MT,2425.006,,0
2024-06-24,Aluminium 6061,USD/MT,2441.527,,0
2024-07-01,Aluminium 6061,USD/MT,2530.331,,0
2024-07-08,Aluminium 6061,USD/MT,2552.199,,0
2024-07-15,Aluminium 6061,USD/MT,2575.126,,0
2024-07-22,Aluminium 6061,USD/MT,2575.48,,0
2024-07-29,Aluminium 6061,USD/MT,2641.596,,0
2024-08-05,Aluminium 6061,USD/MT,2702.695,,0
2024-08-12,Aluminium 6061,USD/MT,2672.117,,0
2024-08-19,Aluminium 6061,USD/MT,2604.82,,0
2024-08-26,Aluminium 6061,USD/MT,2597.372,,0
2024-09-02,Aluminium 6061,USD/MT,2866.0,,1
2024-09-09,Aluminium 6061,USD/MT,3209.694,,1
2024-09-16,Aluminium 6061,USD/MT,3688.139,,1
2024-09-23,Aluminium 6061,USD/MT,4097.893,,1
2024-09-30,Aluminium 6061,USD/MT,4591.217,,1
2024-10-07,Aluminium 6061,USD/MT,5154.3,,1
2024-10-14,Aluminium 6061,USD/MT,5877.701,,1
2024-10-21,Aluminium 6061,USD/MT,6295.098,,1
2024-10-28,Aluminium 6061,USD/MT,6973.419,,1
2024-11-04,Aluminium 6061,USD/MT,7852.605,,1
2024-11-11,Aluminium 6061,USD/MT,9016.564,,1
2024-11-18,Aluminium 6061,USD/MT,10011.319,,1
2024-11-25,Aluminium 6061,USD/MT,10805.309,,1
2024-12-02,Aluminium 6061,USD/MT,10952.199,,0
2024-12-09,Aluminium 6061,USD/MT,10826.17,,0
2024-12-16,Aluminium 6061,USD/MT,10581.57,,0
2024-12-23,Aluminium 6061,USD/MT,10462.137,,0
2024-12-30,Aluminium 6061,USD/MT,10436.081,,0
2025-01-06,Aluminium 6061,USD/MT,10322.381,,0
2025-01-13,Aluminium 6061,USD/MT,9879.434,,0
2025-01-20,Aluminium 6061,USD/MT,10068.539,,0
2025-01-27,Aluminium 6061,USD/MT,10337.344,,0
2025-02-03,Aluminium 6061,USD/MT,10484.449,,0
2025-02-10,Aluminium 6061,USD/MT,10258.47,,0
2025-02-17,Aluminium 6061,USD/MT,10229.441,,0
2025-02-24,Aluminium 6061,USD/MT,10240.382,,0
2025-03-03,Aluminium 6061,USD/MT,10375.308,,0
2025-03-10,Aluminium 6061,USD/MT,10526.443,,0
2025-03-17,Aluminium 6061,USD/MT,10384.51,,0
2025-03-24,Aluminium 6061,USD/MT,10414.001,,0
2025-03-31,Aluminium 6061,USD/MT,10521.74,,0
2025-04-07,Aluminium 6061,USD/MT,10840.722,,0
2025-04-14,Aluminium 6061,USD/MT,11006.478,,0
2025-04-21,Aluminium 6061,USD/MT,11193.381,,0
2025-04-28,Aluminium 6061,USD/MT,11225.579,,0
2025-05-05,Aluminium 6061,USD/MT,11555.714,,0
2025-05-12,Aluminium 6061,USD/MT,11664.283,,0
2025-05-19,Aluminium 6061,USD/MT,11477.4,,0
2025-05-26,Aluminium 6061,USD/MT,11813.314,,0
2025-06-02,Aluminium 6061,USD/MT,11992.381,,0
2025-06-09,Aluminium 6061,USD/MT,11900.509,,0
2025-06-16,Aluminium 6061,USD/MT,11800.665,,0
2025-06-23,Aluminium 6061,USD/MT,11884.822,,0
2025-06-30,Aluminium 6061,USD/MT,12009.181,,0
2024-01-01,Copper Wire Rod,USD/MT,8970.477,,0
2024-01-08,Copper Wire Rod,USD/MT,9072.196,,0
2024-01-15,Copper Wire Rod,USD/MT,9553.01,,0
2024-01-22,Copper Wire Rod,USD/MT,9879.21,,0
2024-01-29,Copper Wire Rod,USD/MT,9955.469,,0
2024-02-05,Copper Wire Rod,USD/MT,10256.515,,0
2024-02-12,Copper Wire Rod,USD/MT,9959.325,,0
2024-02-19,Copper Wire Rod,USD/MT,10098.136,,0
2024-02-26,Copper Wire Rod,USD/MT,10666.451,,0
2024-03-04,Copper Wire Rod,USD/MT,10618.011,,0
2024-03-11,Copper Wire Rod,USD/MT,10369.241,,0
2024-03-18,Copper Wire Rod,USD/MT,10187.13,,0
2024-03-25,Copper Wire Rod,USD/MT,9874.497,,0
2024-04-01,Copper Wire Rod,USD/MT,9661.772,,0
2024-04-08,Copper Wire Rod,USD/MT,9573.703,,0
2024-04-15,Copper Wire Rod,USD/MT,9189.156,,0
2024-04-22,Copper Wire Rod,USD/MT,9211.84,,0
2024-04-29,Copper Wire Rod,USD/MT,9479.612,,0
2024-05-06,Copper Wire Rod,USD/MT,9240.416,,0
2024-05-13,Copper Wire Rod,USD/MT,9680.062,,0
2024-05-20,Copper Wire Rod,USD/MT,9847.757,,0
2024-05-27,Copper Wire Rod,USD/MT,10171.919,,0
2024-06-03,Copper Wire Rod,USD/MT,9991.52,,0
2024-06-10,Copper Wire Rod,USD/MT,10267.643,,0
2024-06-17,Copper Wire Rod,USD/MT,9951.831,,0
2024-06-24,Copper Wire Rod,USD/MT,10237.522,,0
2024-07-01,Copper Wire Rod,USD/MT,10310.774,,0
2024-07-08,Copper Wire Rod,USD/MT,10502.529,,0
2024-07-15,Copper Wire Rod,USD/MT,10153.132,,0
2024-07-22,Copper Wire Rod,USD/MT,9900.806,,0
2024-07-29,Copper Wire Rod,USD/MT,10097.999,,0
2024-08-05,Copper Wire Rod,USD/MT,9830.902,,0
2024-08-12,Copper Wire Rod,USD/MT,9987.176,,0
2024-08-19,Copper Wire Rod,USD/MT,9597.535,,0
2024-08-26,Copper Wire Rod,USD/MT,9860.941,,0
2024-09-02,Copper Wire Rod,USD/MT,9516.048,,0
2024-09-09,Copper Wire Rod,USD/MT,9692.752,,0
2024-09-16,Copper Wire Rod,USD/MT,9894.06,,0
2024-09-23,Copper Wire Rod,USD/MT,9707.031,,0
2024-09-30,Copper Wire Rod,USD/MT,9895.937,,0
2024-10-07,Copper Wire Rod,USD/MT,9993.049,,0
2024-10-14,Copper Wire Rod,USD/MT,9851.495,,0
2024-10-21,Copper Wire Rod,USD/MT,9573.124,,0
2024-10-28,Copper Wire Rod,USD/MT,9028.617,,0
2024-11-04,Copper Wire Rod,USD/MT,9141.38,,0
2024-11-11,Copper Wire Rod,USD/MT,8730.529,,0
2024-11-18,Copper Wire Rod,USD/MT,8772.962,,0
2024-11-25,Copper Wire Rod,USD/MT,8721.171,,0
2024-12-02,Copper Wire Rod,USD/MT,8916.301,,0
2024-12-09,Copper Wire Rod,USD/MT,8853.34,,0
2024-12-16,Copper Wire Rod,USD/MT,8783.545,,0
2024-12-23,Copper Wire Rod,USD/MT,8993.965,,0
2024-12-30,Copper Wire Rod,USD/MT,9102.358,,0
2025-01-06,Copper Wire Rod,USD/MT,9206.896,,0
2025-01-13,Copper Wire Rod,USD/MT,9354.924,,0
2025-01-20,Copper Wire Rod,USD/MT,8942.679,,0
2025-01-27,Copper Wire Rod,USD/MT,9163.596,,0
2025-02-03,Copper Wire Rod,USD/MT,9350.296,,0
2025-02-10,Copper Wire Rod,USD/MT,9083.808,,0
2025-02-17,Copper Wire Rod,USD/MT,9035.46,,0
2025-02-24,Copper Wire Rod,USD/MT,9042.876,,0
2025-03-03,Copper Wire Rod,USD/MT,9024.475,,0
2025-03-10,Copper Wire Rod,USD/MT,9132.911,,0
2025-03-17,Copper Wire Rod,USD/MT,9543.353,,0
2025-03-24,Copper Wire Rod,USD/MT,9872.151,,0
2025-03-31,Copper Wire Rod,USD/MT,9503.262,,0
2025-04-07,Copper Wire Rod,USD/MT,9699.619,,0
2025-04-14,Copper Wire Rod,USD/MT,10105.723,,0
2025-04-21,Copper Wire Rod,USD/MT,10243.204,,0
2025-04-28,Copper Wire Rod,USD/MT,10598.944,,0
2025-05-05,Copper Wire Rod,USD/MT,11259.981,,0
2025-05-12,Copper Wire Rod,USD/MT,11628.309,,0
2025-05-19,Copper Wire Rod,USD/MT,11738.537,,0
2025-05-26,Copper Wire Rod,USD/MT,12130.048,,0
2025-06-02,Copper Wire Rod,USD/MT,12207.033,,0
2025-06-09,Copper Wire Rod,USD/MT,12240.201,,0
2025-06-16,Copper Wire Rod,USD/MT,12135.64,,0
2025-06-23,Copper Wire Rod,USD/MT,12729.102,,0
2025-06-30,Copper Wire Rod,USD/MT,12442.024,,0
2024-01-01,Neodymium Magnets,USD/KG,72.893,,0
2024-01-08,Neodymium Magnets,USD/KG,74.751,,0
2024-01-15,Neodymium Magnets,USD/KG,70.269,,0
2024-01-22,Neodymium Magnets,USD/KG,71.642,,0
2024-01-29,Neodymium Magnets,USD/KG,65.087,,0
2024-02-05,Neodymium Magnets,USD/KG,67.114,,0
2024-02-12,Neodymium Magnets,USD/KG,69.989,,0
2024-02-19,Neodymium Magnets,USD/KG,68.333,,0
2024-02-26,Neodymium Magnets,USD/KG,68.918,,0
2024-03-04,Neodymium Magnets,USD/KG,75.185,,0
2024-03-11,Neodymium Magnets,USD/KG,73.7,,0
2024-03-18,Neodymium Magnets,USD/KG,70.409,,0
2024-03-25,Neodymium Magnets,USD/KG,75.315,,0
2024-04-01,Neodymium Magnets,USD/KG,82.192,,0
2024-04-08,Neodymium Magnets,USD/KG,82.452,,0
2024-04-15,Neodymium Magnets,USD/KG,86.453,,0
2024-04-22,Neodymium Magnets,USD/KG,91.931,,0
2024-04-29,Neodymium Magnets,USD/KG,89.135,,0
2024-05-06,Neodymium Magnets,USD/KG,87.456,,0
2024-05-13,Neodymium Magnets,USD/KG,92.562,,0
2024-05-20,Neodymium Magnets,USD/KG,99.859,,0
2024-05-27,Neodymium Magnets,USD/KG,102.688,,0
2024-06-03,Neodymium Magnets,USD/KG,98.93,,0
2024-06-10,Neodymium Magnets,USD/KG,108.073,,0
2024-06-17,Neodymium Magnets,USD/KG,105.815,,0
2024-06-24,Neodymium Magnets,USD/KG,104.537,,0
2024-07-01,Neodymium Magnets,USD/KG,106.461,,0
2024-07-08,Neodymium Magnets,USD/KG,114.226,,0
2024-07-15,Neodymium Magnets,USD/KG,118.958,,0
2024-07-22,Neodymium Magnets,USD/KG,121.535,,0
2024-07-29,Neodymium Magnets,USD/KG,124.434,,0
2024-08-05,Neodymium Magnets,USD/KG,125.051,,0
2024-08-12,Neodymium Magnets,USD/KG,128.567,,0
2024-08-19,Neodymium Magnets,USD/KG,114.318,,0
2024-08-26,Neodymium Magnets,USD/KG,113.135,,0
2024-09-02,Neodymium Magnets,USD/KG,114.703,,0
2024-09-09,Neodymium Magnets,USD/KG,109.106,,0
2024-09-16,Neodymium Magnets,USD/KG,111.33,,0
2024-09-23,Neodymium Magnets,USD/KG,110.639,,0
2024-09-30,Neodymium Magnets,USD/KG,119.712,,0
2024-10-07,Neodymium Magnets,USD/KG,128.545,,0
2024-10-14,Neodymium Magnets,USD/KG,126.236,,0
2024-10-21,Neodymium Magnets,USD/KG,125.758,,0
2024-10-28,Neodymium Magnets,USD/KG,125.716,,0
2024-11-04,Neodymium Magnets,USD/KG,123.538,,0
2024-11-11,Neodymium Magnets,USD/KG,124.993,,0
2024-11-18,Neodymium Magnets,USD/KG,121.103,,0
2024-11-25,Neodymium Magnets,USD/KG,115.305,,0
2024-12-02,Neodymium Magnets,USD/KG,118.882,,0
2024-12-09,Neodymium Magnets,USD/KG,122.606,,0
2024-12-16,Neodymium Magnets,USD/KG,118.537,,0
2024-12-23,Neodymium Magnets,USD/KG,123.668,,0
2024-12-30,Neodymium Magnets,USD/KG,120.524,,0
2025-01-06,Neodymium Magnets,USD/KG,122.259,,0
2025-01-13,Neodymium Magnets,USD/KG,127.139,,0
2025-01-20,Neodymium Magnets,USD/KG,127.328,,0
2025-01-27,Neodymium Magnets,USD/KG,130.316,,0
2025-02-03,Neodymium Magnets,USD/KG,127.678,,0
2025-02-10,Neodymium Magnets,USD/KG,126.932,,0
2025-02-17,Neodymium Magnets,USD/KG,126.137,,0
2025-02-24,Neodymium Magnets,USD/KG,122.278,,0
2025-03-03,Neodymium Magnets,USD/KG,155.74,,1
2025-03-10,Neodymium Magnets,USD/KG,186.054,,1
2025-03-17,Neodymium Magnets,USD/KG,233.6,,1
2025-03-24,Neodymium Magnets,USD/KG,296.071,,1
2025-03-31,Neodymium Magnets,USD/KG,375.739,,1
2025-04-07,Neodymium Magnets,USD/KG,477.163,,1
2025-04-14,Neodymium Magnets,USD/KG,610.903,,1
2025-04-21,Neodymium Magnets,USD/KG,801.172,,1
2025-04-28,Neodymium Magnets,USD/KG,1068.934,,1
2025-05-05,Neodymium Magnets,USD/KG,1332.333,,1
2025-05-12,Neodymium Magnets,USD/KG,1618.166,,1
2025-05-19,Neodymium Magnets,USD/KG,1980.341,,1
2025-05-26,Neodymium Magnets,USD/KG,2486.867,,1
2025-06-02,Neodymium Magnets,USD/KG,2454.945,,0
2025-06-09,Neodymium Magnets,USD/KG,2377.246,,0
2025-06-16,Neodymium Magnets,USD/KG,2245.724,,0
2025-06-23,Neodymium Magnets,USD/KG,2206.367,,0
2025-06-30,Neodymium Magnets,USD/KG,2230.999,,0
2024-01-01,Stainless 316L,USD/MT,3145.231,,0
2024-01-08,Stainless 316L,USD/MT,3111.378,,0
2024-01-15,Stainless 316L,USD/MT,3087.775,,0
2024-01-22,Stainless 316L,USD/MT,3029.455,,0
2024-01-29,Stainless 316L,USD/MT,3031.904,,0
2024-02-05,Stainless 316L,USD/MT,2979.86,,0
2024-02-12,Stainless 316L,USD/MT,3021.902,,0
2024-02-19,Stainless 316L,USD/MT,2907.708,,0
2024-02-26,Stainless 316L,USD/MT,2889.064,,0
2024-03-04,Stainless 316L,USD/MT,2912.536,,0
2024-03-11,Stainless 316L,USD/MT,2928.684,,0
2024-03-18,Stainless 316L,USD/MT,3106.592,,0
2024-03-25,Stainless 316L,USD/MT,3135.159,,0
2024-04-01,Stainless 316L,USD/MT,3070.608,,0
2024-04-08,Stainless 316L,USD/MT,3068.765,,0
2024-04-15,Stainless 316L,USD/MT,2953.449,,0
2024-04-22,Stainless 316L,USD/MT,2952.642,,0
2024-04-29,Stainless 316L,USD/MT,2902.957,,0
2024-05-06,Stainless 316L,USD/MT,2965.773,,0
2024-05-13,Stainless 316L,USD/MT,2934.366,,0
2024-05-20,Stainless 316L,USD/MT,2931.23,,0
2024-05-27,Stainless 316L,USD/MT,2894.641,,0
2024-06-03,Stainless 316L,USD/MT,3009.717,,0
2024-06-10,Stainless 316L,USD/MT,2992.961,,0
2024-06-17,Stainless 316L,USD/MT,3118.115,,0
2024-06-24,Stainless 316L,USD/MT,3178.642,,0
2024-07-01,Stainless 316L,USD/MT,3217.121,,0
2024-07-08,Stainless 316L,USD/MT,3248.044,,0
2024-07-15,Stainless 316L,USD/MT,3281.056,,0
2024-07-22,Stainless 316L,USD/MT,3146.832,,0
2024-07-29,Stainless 316L,USD/MT,3132.245,,0
2024-08-05,Stainless 316L,USD/MT,3195.183,,0
2024-08-12,Stainless 316L,USD/MT,3196.538,,0
2024-08-19,Stainless 316L,USD/MT,3102.515,,0
2024-08-26,Stainless 316L,USD/MT,3103.592,,0
2024-09-02,Stainless 316L,USD/MT,3224.602,,0
2024-09-09,Stainless 316L,USD/MT,3317.895,,0
2024-09-16,Stainless 316L,USD/MT,3318.345,,0
2024-09-23,Stainless 316L,USD/MT,3392.782,,0
2024-09-30,Stainless 316L,USD/MT,3370.515,,0
2024-10-07,Stainless 316L,USD/MT,3249.226,,0
2024-10-14,Stainless 316L,USD/MT,3188.017,,0
2024-10-21,Stainless 316L,USD/MT,3302.414,,0
2024-10-28,Stainless 316L,USD/MT,3287.461,,0
2024-11-04,Stainless 316L,USD/MT,3274.79,,0
2024-11-11,Stainless 316L,USD/MT,3258.1,,0
2024-11-18,Stainless 316L,USD/MT,3399.472,,0
2024-11-25,Stainless 316L,USD/MT,3526.174,,0
2024-12-02,Stainless 316L,USD/MT,3703.587,,0
2024-12-09,Stainless 316L,USD/MT,3696.184,,0
2024-12-16,Stainless 316L,USD/MT,3725.767,,0
2024-12-23,Stainless 316L,USD/MT,3607.041,,0
2024-12-30,Stainless 316L,USD/MT,3729.654,,0
2025-01-06,Stainless 316L,USD/MT,3639.429,,0
2025-01-13,Stainless 316L,USD/MT,3662.245,,0
2025-01-20,Stainless 316L,USD/MT,3579.329,,0
2025-01-27,Stainless 316L,USD/MT,3538.328,,0
2025-02-03,Stainless 316L,USD/MT,3478.46,,0
2025-02-10,Stainless 316L,USD/MT,3437.16,,0
2025-02-17,Stainless 316L,USD/MT,3401.548,,0
2025-02-24,Stainless 316L,USD/MT,3365.621,,0
2025-03-03,Stainless 316L,USD/MT,3432.373,,0
2025-03-10,Stainless 316L,USD/MT,3354.091,,0
2025-03-17,Stainless 316L,USD/MT,3375.396,,0
2025-03-24,Stainless 316L,USD/MT,3470.903,,0
2025-03-31,Stainless 316L,USD/MT,3436.922,,0
2025-04-07,Stainless 316L,USD/MT,3387.793,,0
2025-04-14,Stainless 316L,USD/MT,3375.694,,0
2025-04-21,Stainless 316L,USD/MT,3468.37,,0
2025-04-28,Stainless 316L,USD/MT,3488.384,,0
2025-05-05,Stainless 316L,USD/MT,3452.849,,0
2025-05-12,Stainless 316L,USD/MT,3494.784,,0
2025-05-19,Stainless 316L,USD/MT,3415.277,,0
2025-05-26,Stainless 316L,USD/MT,3471.594,,0
2025-06-02,Stainless 316L,USD/MT,3508.009,,0
2025-06-09,Stainless 316L,USD/MT,3489.516,,0
2025-06-16,Stainless 316L,USD/MT,3430.372,,0
2025-06-23,Stainless 316L,USD/MT,3368.601,,0
2025-06-30,Stainless 316L,USD/MT,3413.289,,0
2024-01-01,HDPE Granules,USD/MT,1176.59,,0
2024-01-08,HDPE Granules,USD/MT,1164.269,,0
2024-01-15,HDPE Granules,USD/MT,1175.04,,0
2024-01-22,HDPE Granules,USD/MT,1132.073,,0
2024-01-29,HDPE Granules,USD/MT,1121.292,,0
2024-02-05,HDPE Granules,USD/MT,1121.786,,0
2024-02-12,HDPE Granules,USD/MT,1104.54,,0
2024-02-19,HDPE Granules,USD/MT,1087.025,,0
2024-02-26,HDPE Granules,USD/MT,1075.046,,0
2024-03-04,HDPE Granules,USD/MT,1081.775,,0
2024-03-11,HDPE Granules,USD/MT,1079.209,,0
2024-03-18,HDPE Granules,USD/MT,1036.809,,0
2024-03-25,HDPE Granules,USD/MT,998.268,,0
2024-04-01,HDPE Granules,USD/MT,988.362,,0
2024-04-08,HDPE Granules,USD/MT,997.492,,0
2024-04-15,HDPE Granules,USD/MT,949.159,,0
2024-04-22,HDPE Granules,USD/MT,941.57,,0
2024-04-29,HDPE Granules,USD/MT,933.593,,0
2024-05-06,HDPE Granules,USD/MT,957.857,,0
2024-05-13,HDPE Granules,USD/MT,952.177,,0
2024-05-20,HDPE Granules,USD/MT,959.693,,0
2024-05-27,HDPE Granules,USD/MT,963.093,,0
2024-06-03,HDPE Granules,USD/MT,927.121,,0
2024-06-10,HDPE Granules,USD/MT,940.868,,0
2024-06-17,HDPE Granules,USD/MT,945.457,,0
2024-06-24,HDPE Granules,USD/MT,955.052,,0
2024-07-01,HDPE Granules,USD/MT,1023.503,,0
2024-07-08,HDPE Granules,USD/MT,986.131,,0
2024-07-15,HDPE Granules,USD/MT,1017.731,,0
2024-07-22,HDPE Granules,USD/MT,1013.483,,0
2024-07-29,HDPE Granules,USD/MT,1019.738,,0
2024-08-05,HDPE Granules,USD/MT,1019.922,,0
2024-08-12,HDPE Granules,USD/MT,1013.154,,0
2024-08-19,HDPE Granules,USD/MT,1003.775,,0
2024-08-26,HDPE Granules,USD/MT,1010.732,,0
2024-09-02,HDPE Granules,USD/MT,984.141,,0
2024-09-09,HDPE Granules,USD/MT,998.421,,0
2024-09-16,HDPE Granules,USD/MT,991.94,,0
2024-09-23,HDPE Granules,USD/MT,972.754,,0
2024-09-30,HDPE Granules,USD/MT,965.848,,0
2024-10-07,HDPE Granules,USD/MT,988.669,,0
2024-10-14,HDPE Granules,USD/MT,980.131,,0
2024-10-21,HDPE Granules,USD/MT,987.435,,0
2024-10-28,HDPE Granules,USD/MT,975.431,,0
2024-11-04,HDPE Granules,USD/MT,989.714,,0
2024-11-11,HDPE Granules,USD/MT,1002.916,,0
2024-11-18,HDPE Granules,USD/MT,1037.29,,0
2024-11-25,HDPE Granules,USD/MT,1035.05,,0
2024-12-02,HDPE Granules,USD/MT,1048.542,,0
2024-12-09,HDPE Granules,USD/MT,1051.442,,0
2024-12-16,HDPE Granules,USD/MT,1077.019,,0
2024-12-23,HDPE Granules,USD/MT,1064.16,,0
2024-12-30,HDPE Granules,USD/MT,1079.495,,0
2025-01-06,HDPE Granules,USD/MT,1076.791,,0
2025-01-13,HDPE Granules,USD/MT,1076.624,,0
2025-01-20,HDPE Granules,USD/MT,1079.479,,0
2025-01-27,HDPE Granules,USD/MT,1085.46,,0
2025-02-03,HDPE Granules,USD/MT,1084.274,,0
2025-02-10,HDPE Granules,USD/MT,1089.549,,0
2025-02-17,HDPE Granules,USD/MT,1121.588,,0
2025-02-24,HDPE Granules,USD/MT,1142.605,,0
2025-03-03,HDPE Granules,USD/MT,1161.623,,0
2025-03-10,HDPE Granules,USD/MT,1153.26,,0
2025-03-17,HDPE Granules,USD/MT,1135.954,,0
2025-03-24,HDPE Granules,USD/MT,1156.623,,0
2025-03-31,HDPE Granules,USD/MT,1176.018,,0
2025-04-07,HDPE Granules,USD/MT,1208.368,,0
2025-04-14,HDPE Granules,USD/MT,1196.439,,0
2025-04-21,HDPE Granules,USD/MT,1192.692,,0
2025-04-28,HDPE Granules,USD/MT,1158.688,,0
2025-05-05,HDPE Granules,USD/MT,1151.661,,0
2025-05-12,HDPE Granules,USD/MT,1173.471,,0
2025-05-19,HDPE Granules,USD/MT,1164.791,,0
2025-05-26,HDPE Granules,USD/MT,1179.385,,0
