invite_id,rfq_id,vendor_id,vendor_name,invited_date,category,month_index,responded,response_type
RFQ-0010-INV-V019,RFQ-0010,V019,Emerald Isle Castings Ltd,2024-01-10,Mechanical Parts,0,True,bid
RFQ-0010-INV-V004,RFQ-0010,V004,Strömberg Hydraulics AB,2024-01-10,Mechanical Parts,0,True,bid
RFQ-0010-INV-V010,RFQ-0010,V010,Adriatic Fastenings d.o.o.,2024-01-10,Mechanical Parts,0,True,bid
RFQ-0010-INV-V007,RFQ-0010,V007,Nakamura Tooling Co.,2024-01-10,Mechanical Parts,0,True,bid
RFQ-0010-INV-V001,RFQ-0010,V001,Kovacs Precision GmbH,2024-01-10,Mechanical Parts,0,True,bid
RFQ-0010-INV-V017,RFQ-0010,V017,Türk Makina A.Ş.,2024-01-10,Mechanical Parts,0,True,bid
RFQ-0010-INV-V009,RFQ-0010,V009,Fischer & Söhne KG,2024-01-10,Mechanical Parts,0,True,bid
RFQ-0010-INV-V022,RFQ-0010,V022,Andean Precision SRL,2024-01-10,Mechanical Parts,0,False,no_response
RFQ-0011-INV-V003,RFQ-0011,V003,Patel Alloys Pvt Ltd,2024-02-22,Raw Materials,1,True,bid
RFQ-0011-INV-V012,RFQ-0011,V012,Indra Copper Works,2024-02-22,Raw Materials,1,True,bid
RFQ-0011-INV-V015,RFQ-0011,V015,Nordic Steel AS,2024-02-22,Raw Materials,1,False,no_response
RFQ-0011-INV-V008,RFQ-0011,V008,Delta Composites Inc.,2024-02-22,Raw Materials,1,True,bid
RFQ-0011-INV-V014,RFQ-0011,V014,Coastal Alloys Pty Ltd,2024-02-22,Raw Materials,1,False,no_response
RFQ-0011-INV-V020,RFQ-0011,V020,Rajasthan Rare Earths Ltd,2024-02-22,Raw Materials,1,True,bid
RFQ-0011-INV-V005,RFQ-0011,V005,Cerro Negro Metals SA,2024-02-22,Raw Materials,1,True,bid
RFQ-0011-INV-V023,RFQ-0011,V023,Sahara Industrial FZE,2024-02-22,Raw Materials,1,False,no_response
RFQ-0012-INV-V018,RFQ-0012,V018,Guangzhou Mech & Elec Co.,2024-03-03,Electrical Components,1,True,bid
RFQ-0012-INV-V002,RFQ-0012,V002,Tanaka Electrical KK,2024-03-03,Electrical Components,1,False,no_response
RFQ-0012-INV-V013,RFQ-0012,V013,Vantage Sensors GmbH,2024-03-03,Electrical Components,1,True,bid
RFQ-0012-INV-V016,RFQ-0012,V016,Precision Arc Systems,2024-03-03,Electrical Components,1,True,bid
RFQ-0012-INV-V006,RFQ-0012,V006,Bright Spark Electronics Ltd,2024-03-03,Electrical Components,1,False,no_response
RFQ-0012-INV-V011,RFQ-0012,V011,Solaris Power Components,2024-03-03,Electrical Components,1,True,bid
RFQ-0012-INV-V021,RFQ-0012,V021,Helios Micro Systems,2024-03-03,Electrical Components,1,False,no_response
RFQ-0013-INV-V017,RFQ-0013,V017,Türk Makina A.Ş.,2024-02-22,Mechanical Parts,1,True,bid
RFQ-0013-INV-V001,RFQ-0013,V001,Kovacs Precision GmbH,2024-02-22,Mechanical Parts,1,True,bid
RFQ-0013-INV-V007,RFQ-0013,V007,Nakamura Tooling Co.,2024-02-22,Mechanical Parts,1,True,bid
RFQ-0013-INV-V009,RFQ-0013,V009,Fischer & Söhne KG,2024-02-22,Mechanical Parts,1,False,no_response
RFQ-0013-INV-V004,RFQ-0013,V004,Strömberg Hydraulics AB,2024-02-22,Mechanical Parts,1,True,bid
RFQ-0013-INV-V019,RFQ-0013,V019,Emerald Isle Castings Ltd,2024-02-22,Mechanical Parts,1,True,bid
RFQ-0013-INV-V010,RFQ-0013,V010,Adriatic Fastenings d.o.o.,2024-02-22,Mechanical Parts,1,True,bid
RFQ-0013-INV-V022,RFQ-0013,V022,Andean Precision SRL,2024-02-22,Mechanical Parts,1,False,no_response
RFQ-0014-INV-V006,RFQ-0014,V006,Bright Spark Electronics Ltd,2024-02-23,Electrical Components,1,True,bid
RFQ-0014-INV-V002,RFQ-0014,V002,Tanaka Electrical KK,2024-02-23,Electrical Components,1,True,bid
RFQ-0014-INV-V013,RFQ-0014,V013,Vantage Sensors GmbH,2024-02-23,Electrical Components,1,True,bid
RFQ-0014-INV-V016,RFQ-0014,V016,Precision Arc Systems,2024-02-23,Electrical Components,1,True,bid
RFQ-0014-INV-V018,RFQ-0014,V018,Guangzhou Mech & Elec Co.,2024-02-23,Electrical Components,1,True,bid
RFQ-0014-INV-V011,RFQ-0014,V011,Solaris Power Components,2024-02-23,Electrical Components,1,True,bid
RFQ-0014-INV-V021,RFQ-0014,V021,Helios Micro Systems,2024-02-23,Electrical Components,1,False,no_response
RFQ-0015-INV-V016,RFQ-0015,V016,Precision Arc Systems,2024-02-23,Electrical Components,1,False,no_response
RFQ-0015-INV-V018,RFQ-0015,V018,Guangzhou Mech & Elec Co.,2024-02-23,Electrical Components,1,True,bid
RFQ-0015-INV-V006,RFQ-0015,V006,Bright Spark Electronics Ltd,2024-02-23,Electrical Components,1,True,bid
RFQ-0015-INV-V013,RFQ-0015,V013,Vantage Sensors GmbH,2024-02-23,Electrical Components,1,True,bid
RFQ-0015-INV-V011,RFQ-0015,V011,Solaris Power Components,2024-02-23,Electrical Components,1,False,no_response
RFQ-0015-INV-V002,RFQ-0015,V002,Tanaka Electrical KK,2024-02-23,Electrical Components,1,True,bid
RFQ-0015-INV-V021,RFQ-0015,V021,Helios Micro Systems,2024-02-23,Electrical Components,1,False,no_response
RFQ-0016-INV-V016,RFQ-0016,V016,Precision Arc Systems,2024-02-10,Electrical Components,1,True,bid
RFQ-0016-INV-V002,RFQ-0016,V002,Tanaka Electrical KK,2024-02-10,Electrical Components,1,True,bid
RFQ-0016-INV-V013,RFQ-0016,V013,Vantage Sensors GmbH,2024-02-10,Electrical Components,1,False,no_response
RFQ-0016-INV-V011,RFQ-0016,V011,Solaris Power Components,2024-02-10,Electrical Components,1,True,bid
RFQ-0016-INV-V018,RFQ-0016,V018,Guangzhou Mech & Elec Co.,2024-02-10,Electrical Components,1,False,no_response
RFQ-0016-INV-V006,RFQ-0016,V006,Bright Spark Electronics Ltd,2024-02-10,Electrical Components,1,False,no_response
RFQ-0016-INV-V021,RFQ-0016,V021,Helios Micro Systems,2024-02-10,Electrical Components,1,False,no_response
RFQ-0017-INV-V008,RFQ-0017,V008,Delta Composites Inc.,2024-02-27,Raw Materials,1,True,bid
RFQ-0017-INV-V014,RFQ-0017,V014,Coastal Alloys Pty Ltd,2024-02-27,Raw Materials,1,True,bid
RFQ-0017-INV-V005,RFQ-0017,V005,Cerro Negro Metals SA,2024-02-27,Raw Materials,1,True,bid
RFQ-0017-INV-V003,RFQ-0017,V003,Patel Alloys Pvt Ltd,2024-02-27,Raw Materials,1,False,no_response
RFQ-0017-INV-V020,RFQ-0017,V020,Rajasthan Rare Earths Ltd,2024-02-27,Raw Materials,1,True,bid
RFQ-0017-INV-V012,RFQ-0017,V012,Indra Copper Works,2024-02-27,Raw Materials,1,True,bid
RFQ-0017-INV-V015,RFQ-0017,V015,Nordic Steel AS,2024-02-27,Raw Materials,1,True,bid
RFQ-0017-INV-V023,RFQ-0017,V023,Sahara Industrial FZE,2024-02-27,Raw Materials,1,False,no_response
RFQ-0018-INV-V001,RFQ-0018,V001,Kovacs Precision GmbH,2024-02-05,Mechanical Parts,1,True,bid
RFQ-0018-INV-V004,RFQ-0018,V004,Strömberg Hydraulics AB,2024-02-05,Mechanical Parts,1,True,bid
RFQ-0018-INV-V019,RFQ-0018,V019,Emerald Isle Castings Ltd,2024-02-05,Mechanical Parts,1,True,bid
RFQ-0018-INV-V009,RFQ-0018,V009,Fischer & Söhne KG,2024-02-05,Mechanical Parts,1,False,no_response
RFQ-0018-INV-V017,RFQ-0018,V017,Türk Makina A.Ş.,2024-02-05,Mechanical Parts,1,False,no_response
RFQ-0018-INV-V007,RFQ-0018,V007,Nakamura Tooling Co.,2024-02-05,Mechanical Parts,1,True,bid
RFQ-0018-INV-V010,RFQ-0018,V010,Adriatic Fastenings d.o.o.,2024-02-05,Mechanical Parts,1,False,no_response
RFQ-0018-INV-V022,RFQ-0018,V022,Andean Precision SRL,2024-02-05,Mechanical Parts,1,False,no_response
RFQ-0019-INV-V018,RFQ-0019,V018,Guangzhou Mech & Elec Co.,2024-02-20,Electrical Components,1,True,bid
RFQ-0019-INV-V006,RFQ-0019,V006,Bright Spark Electronics Ltd,2024-02-20,Electrical Components,1,True,bid
RFQ-0019-INV-V013,RFQ-0019,V013,Vantage Sensors GmbH,2024-02-20,Electrical Components,1,True,bid
RFQ-0019-INV-V016,RFQ-0019,V016,Precision Arc Systems,2024-02-20,Electrical Components,1,False,no_response
RFQ-0019-INV-V011,RFQ-0019,V011,Solaris Power Components,2024-02-20,Electrical Components,1,True,bid
RFQ-0019-INV-V002,RFQ-0019,V002,Tanaka Electrical KK,2024-02-20,Electrical Components,1,True,bid
RFQ-0019-INV-V021,RFQ-0019,V021,Helios Micro Systems,2024-02-20,Electrical Components,1,False,no_response
RFQ-0020-INV-V006,RFQ-0020,V006,Bright Spark Electronics Ltd,2024-02-24,Electrical Components,1,True,bid
RFQ-0020-INV-V002,RFQ-0020,V002,Tanaka Electrical KK,2024-02-24,Electrical Components,1,True,bid
RFQ-0020-INV-V016,RFQ-0020,V016,Precision Arc Systems,2024-02-24,Electrical Components,1,True,bid
RFQ-0020-INV-V018,RFQ-0020,V018,Guangzhou Mech & Elec Co.,2024-02-24,Electrical Components,1,True,bid
RFQ-0020-INV-V011,RFQ-0020,V011,Solaris Power Components,2024-02-24,Electrical Components,1,False,no_response
RFQ-0020-INV-V013,RFQ-0020,V013,Vantage Sensors GmbH,2024-02-24,Electrical Components,1,True,bid
RFQ-0020-INV-V021,RFQ-0020,V021,Helios Micro Systems,2024-02-24,Electrical Components,1,False,no_response
RFQ-0021-INV-V019,RFQ-0021,V019,Emerald Isle Castings Ltd,2024-03-15,Mechanical Parts,2,True,bid
RFQ-0021-INV-V004,RFQ-0021,V004,Strömberg Hydraulics AB,2024-03-15,Mechanical Parts,2,True,bid
RFQ-0021-INV-V017,RFQ-0021,V017,Türk Makina A.Ş.,2024-03-15,Mechanical Parts,2,True,bid
RFQ-0021-INV-V001,RFQ-0021,V001,Kovacs Precision GmbH,2024-03-15,Mechanical Parts,2,True,bid
RFQ-0021-INV-V007,RFQ-0021,V007,Nakamura Tooling Co.,2024-03-15,Mechanical Parts,2,True,bid
RFQ-0021-INV-V010,RFQ-0021,V010,Adriatic Fastenings d.o.o.,2024-03-15,Mechanical Parts,2,True,bid
RFQ-0021-INV-V009,RFQ-0021,V009,Fischer & Söhne KG,2024-03-15,Mechanical Parts,2,True,bid
RFQ-0021-INV-V024,RFQ-0021,V024,BalticTech UAB,2024-03-15,Mechanical Parts,2,False,no_response
RFQ-0022-INV-V019,RFQ-0022,V019,Emerald Isle Castings Ltd,2024-03-29,Mechanical Parts,2,False,no_response
RFQ-0022-INV-V007,RFQ-0022,V007,Nakamura Tooling Co.,2024-03-29,Mechanical Parts,2,True,bid
RFQ-0022-INV-V009,RFQ-0022,V009,Fischer & Söhne KG,2024-03-29,Mechanical Parts,2,True,bid
RFQ-0022-INV-V004,RFQ-0022,V004,Strömberg Hydraulics AB,2024-03-29,Mechanical Parts,2,True,bid
RFQ-0022-INV-V010,RFQ-0022,V010,Adriatic Fastenings d.o.o.,2024-03-29,Mechanical Parts,2,True,bid
RFQ-0022-INV-V001,RFQ-0022,V001,Kovacs Precision GmbH,2024-03-29,Mechanical Parts,2,False,no_response
RFQ-0022-INV-V017,RFQ-0022,V017,Türk Makina A.Ş.,2024-03-29,Mechanical Parts,2,True,bid
RFQ-0022-INV-V022,RFQ-0022,V022,Andean Precision SRL,2024-03-29,Mechanical Parts,2,False,no_response
RFQ-0023-INV-V010,RFQ-0023,V010,Adriatic Fastenings d.o.o.,2024-03-25,Mechanical Parts,2,True,bid
RFQ-0023-INV-V007,RFQ-0023,V007,Nakamura Tooling Co.,2024-03-25,Mechanical Parts,2,True,bid
RFQ-0023-INV-V001,RFQ-0023,V001,Kovacs Precision GmbH,2024-03-25,Mechanical Parts,2,True,bid
RFQ-0023-INV-V019,RFQ-0023,V019,Emerald Isle Castings Ltd,2024-03-25,Mechanical Parts,2,True,bid
RFQ-0023-INV-V017,RFQ-0023,V017,Türk Makina A.Ş.,2024-03-25,Mechanical Parts,2,True,bid
RFQ-0023-INV-V004,RFQ-0023,V004,Strömberg Hydraulics AB,2024-03-25,Mechanical Parts,2,True,bid
RFQ-0023-INV-V009,RFQ-0023,V009,Fischer & Söhne KG,2024-03-25,Mechanical Parts,2,True,bid
RFQ-0023-INV-V022,RFQ-0023,V022,Andean Precision SRL,2024-03-25,Mechanical Parts,2,False,no_response
RFQ-0024-INV-V001,RFQ-0024,V001,Kovacs Precision GmbH,2024-03-20,Mechanical Parts,2,False,no_response
RFQ-0024-INV-V017,RFQ-0024,V017,Türk Makina A.Ş.,2024-03-20,Mechanical Parts,2,True,bid
RFQ-0024-INV-V009,RFQ-0024,V009,Fischer & Söhne KG,2024-03-20,Mechanical Parts,2,True,bid
RFQ-0024-INV-V004,RFQ-0024,V004,Strömberg Hydraulics AB,2024-03-20,Mechanical Parts,2,True,bid
RFQ-0024-INV-V019,RFQ-0024,V019,Emerald Isle Castings Ltd,2024-03-20,Mechanical Parts,2,True,bid
RFQ-0024-INV-V007,RFQ-0024,V007,Nakamura Tooling Co.,2024-03-20,Mechanical Parts,2,False,no_response
RFQ-0024-INV-V010,RFQ-0024,V010,Adriatic Fastenings d.o.o.,2024-03-20,Mechanical Parts,2,True,bid
RFQ-0024-INV-V024,RFQ-0024,V024,BalticTech UAB,2024-03-20,Mechanical Parts,2,False,no_response
RFQ-0025-INV-V002,RFQ-0025,V002,Tanaka Electrical KK,2024-03-22,Electrical Components,2,True,bid
RFQ-0025-INV-V016,RFQ-0025,V016,Precision Arc Systems,2024-03-22,Electrical Components,2,True,bid
RFQ-0025-INV-V006,RFQ-0025,V006,Bright Spark Electronics Ltd,2024-03-22,Electrical Components,2,True,bid
RFQ-0025-INV-V018,RFQ-0025,V018,Guangzhou Mech & Elec Co.,2024-03-22,Electrical Components,2,True,bid
RFQ-0025-INV-V011,RFQ-0025,V011,Solaris Power Components,2024-03-22,Electrical Components,2,False,no_response
RFQ-0025-INV-V021,RFQ-0025,V021,Helios Micro Systems,2024-03-22,Electrical Components,2,False,no_response
RFQ-0025-INV-V013,RFQ-0025,V013,Vantage Sensors GmbH,2024-03-22,Electrical Components,2,True,bid
RFQ-0026-INV-V016,RFQ-0026,V016,Precision Arc Systems,2024-03-06,Electrical Components,2,False,no_response
RFQ-0026-INV-V013,RFQ-0026,V013,Vantage Sensors GmbH,2024-03-06,Electrical Components,2,True,bid
RFQ-0026-INV-V018,RFQ-0026,V018,Guangzhou Mech & Elec Co.,2024-03-06,Electrical Components,2,True,bid
RFQ-0026-INV-V002,RFQ-0026,V002,Tanaka Electrical KK,2024-03-06,Electrical Components,2,True,bid
RFQ-0026-INV-V006,RFQ-0026,V006,Bright Spark Electronics Ltd,2024-03-06,Electrical Components,2,True,bid
RFQ-0026-INV-V011,RFQ-0026,V011,Solaris Power Components,2024-03-06,Electrical Components,2,True,bid
RFQ-0026-INV-V021,RFQ-0026,V021,Helios Micro Systems,2024-03-06,Electrical Components,2,False,no_response
RFQ-0027-INV-V010,RFQ-0027,V010,Adriatic Fastenings d.o.o.,2024-03-28,Mechanical Parts,2,True,bid
RFQ-0027-INV-V001,RFQ-0027,V001,Kovacs Precision GmbH,2024-03-28,Mechanical Parts,2,True,bid
RFQ-0027-INV-V017,RFQ-0027,V017,Türk Makina A.Ş.,2024-03-28,Mechanical Parts,2,True,bid
RFQ-0027-INV-V007,RFQ-0027,V007,Nakamura Tooling Co.,2024-03-28,Mechanical Parts,2,True,bid
RFQ-0027-INV-V009,RFQ-0027,V009,Fischer & Söhne KG,2024-03-28,Mechanical Parts,2,True,bid
RFQ-0027-INV-V004,RFQ-0027,V004,Strömberg Hydraulics AB,2024-03-28,Mechanical Parts,2,True,bid
RFQ-0027-INV-V019,RFQ-0027,V019,Emerald Isle Castings Ltd,2024-03-28,Mechanical Parts,2,True,bid
RFQ-0027-INV-V024,RFQ-0027,V024,BalticTech UAB,2024-03-28,Mechanical Parts,2,False,no_response
RFQ-0028-INV-V006,RFQ-0028,V006,Bright Spark Electronics Ltd,2024-04-03,Electrical Components,2,False,no_response
RFQ-0028-INV-V013,RFQ-0028,V013,Vantage Sensors GmbH,2024-04-03,Electrical Components,2,True,bid
RFQ-0028-INV-V011,RFQ-0028,V011,Solaris Power Components,2024-04-03,Electrical Components,2,True,bid
RFQ-0028-INV-V016,RFQ-0028,V016,Precision Arc Systems,2024-04-03,Electrical Components,2,True,bid
RFQ-0028-INV-V018,RFQ-0028,V018,Guangzhou Mech & Elec Co.,2024-04-03,Electrical Components,2,True,bid
RFQ-0028-INV-V002,RFQ-0028,V002,Tanaka Electrical KK,2024-04-03,Electrical Components,2,True,bid
RFQ-0028-INV-V021,RFQ-0028,V021,Helios Micro Systems,2024-04-03,Electrical Components,2,False,no_response
RFQ-0029-INV-V020,RFQ-0029,V020,Rajasthan Rare Earths Ltd,2024-03-26,Raw Materials,2,True,bid
RFQ-0029-INV-V015,RFQ-0029,V015,Nordic Steel AS,2024-03-26,Raw Materials,2,True,bid
RFQ-0029-INV-V023,RFQ-0029,V023,Sahara Industrial FZE,2024-03-26,Raw Materials,2,False,no_response
RFQ-0029-INV-V012,RFQ-0029,V012,Indra Copper Works,2024-03-26,Raw Materials,2,False,no_response
RFQ-0029-INV-V003,RFQ-0029,V003,Patel Alloys Pvt Ltd,2024-03-26,Raw Materials,2,False,no_response
RFQ-0029-INV-V008,RFQ-0029,V008,Delta Composites Inc.,2024-03-26,Raw Materials,2,True,bid
RFQ-0029-INV-V005,RFQ-0029,V005,Cerro Negro Metals SA,2024-03-26,Raw Materials,2,True,bid
RFQ-0029-INV-V014,RFQ-0029,V014,Coastal Alloys Pty Ltd,2024-03-26,Raw Materials,2,False,no_response
RFQ-0030-INV-V009,RFQ-0030,V009,Fischer & Söhne KG,2024-03-08,Mechanical Parts,2,True,bid
RFQ-0030-INV-V010,RFQ-0030,V010,Adriatic Fastenings d.o.o.,2024-03-08,Mechanical Parts,2,False,no_response
RFQ-0030-INV-V001,RFQ-0030,V001,Kovacs Precision GmbH,2024-03-08,Mechanical Parts,2,True,bid
RFQ-0030-INV-V019,RFQ-0030,V019,Emerald Isle Castings Ltd,2024-03-08,Mechanical Parts,2,True,bid
RFQ-0030-INV-V004,RFQ-0030,V004,Strömberg Hydraulics AB,2024-03-08,Mechanical Parts,2,True,bid
RFQ-0030-INV-V017,RFQ-0030,V017,Türk Makina A.Ş.,2024-03-08,Mechanical Parts,2,True,bid
RFQ-0030-INV-V022,RFQ-0030,V022,Andean Precision SRL,2024-03-08,Mechanical Parts,2,False,no_response
RFQ-0030-INV-V024,RFQ-0030,V024,BalticTech UAB,2024-03-08,Mechanical Parts,2,False,no_response
RFQ-0031-INV-V013,RFQ-0031,V013,Vantage Sensors GmbH,2024-04-29,Electrical Components,3,True,bid
RFQ-0031-INV-V006,RFQ-0031,V006,Bright Spark Electronics Ltd,2024-04-29,Electrical Components,3,True,bid
RFQ-0031-INV-V018,RFQ-0031,V018,Guangzhou Mech & Elec Co.,2024-04-29,Electrical Components,3,True,bid
RFQ-0031-INV-V002,RFQ-0031,V002,Tanaka Electrical KK,2024-04-29,Electrical Components,3,True,bid
RFQ-0031-INV-V011,RFQ-0031,V011,Solaris Power Components,2024-04-29,Electrical Components,3,False,no_response
RFQ-0031-INV-V016,RFQ-0031,V016,Precision Arc Systems,2024-04-29,Electrical Components,3,False,no_response
RFQ-0031-INV-V021,RFQ-0031,V021,Helios Micro Systems,2024-04-29,Electrical Components,3,False,no_response
RFQ-0032-INV-V001,RFQ-0032,V001,Kovacs Precision GmbH,2024-05-01,Mechanical Parts,3,True,bid
RFQ-0032-INV-V017,RFQ-0032,V017,Türk Makina A.Ş.,2024-05-01,Mechanical Parts,3,True,bid
RFQ-0032-INV-V007,RFQ-0032,V007,Nakamura Tooling Co.,2024-05-01,Mechanical Parts,3,False,no_response
