payment_id,po_id,vendor_id,po_value_usd,payment_terms,due_date,actual_payment_date,days_late,days_early,payment_status,meridian_stress_index,month_index
PAY-PO-RFQ-0006-V011,PO-RFQ-0006-V011,V011,24970.74,2/10 Net30,2024-02-10,2024-02-10,0,0,on_time,0.0,0
PAY-PO-RFQ-0006-V006,PO-RFQ-0006-V006,V006,37165.7,2/10 Net30,2024-02-08,2024-02-03,0,5,on_time,0.0,0
PAY-PO-RFQ-0006-V018,PO-RFQ-0006-V018,V018,37057.22,Net60,2024-03-06,2024-03-01,0,5,on_time,0.0,0
PAY-PO-RFQ-0007-V018,PO-RFQ-0007-V018,V018,25019.84,Net60,2024-03-10,2024-03-17,7,0,slightly_late,0.0,0
PAY-PO-RFQ-0007-V002,PO-RFQ-0007-V002,V002,24604.92,Net30,2024-02-05,2024-02-03,0,2,on_time,0.0,0
PAY-PO-RFQ-0007-V013,PO-RFQ-0007-V013,V013,24695.12,Net60,2024-03-06,2024-03-01,0,5,on_time,0.0,0
PAY-PO-RFQ-0007-V006,PO-RFQ-0007-V006,V006,23110.88,Net30,2024-02-09,2024-02-20,11,0,late,0.0,0
PAY-PO-RFQ-0007-V016,PO-RFQ-0007-V016,V016,23460.2,Net60,2024-03-11,2024-03-06,0,5,on_time,0.0,0
PAY-PO-RFQ-0008-V013,PO-RFQ-0008-V013,V013,21660.48,Net30,2024-02-05,2024-02-01,0,4,on_time,0.0,0
PAY-PO-RFQ-0008-V002,PO-RFQ-0008-V002,V002,22255.2,Net45,2024-02-20,2024-02-19,0,1,on_time,0.0,0
PAY-PO-RFQ-0008-V006,PO-RFQ-0008-V006,V006,20909.52,Net60,2024-03-11,2024-03-08,0,3,on_time,0.0,0
PAY-PO-RFQ-0008-V018,PO-RFQ-0008-V018,V018,23405.04,Net45,2024-02-21,2024-02-20,0,1,on_time,0.0,0
PAY-PO-RFQ-0009-V006,PO-RFQ-0009-V006,V006,3948.78,Net30,2024-02-09,2024-02-08,0,1,on_time,0.0,0
PAY-PO-RFQ-0009-V002,PO-RFQ-0009-V002,V002,3601.62,Net60,2024-03-04,2024-03-01,0,3,on_time,0.0,0
PAY-PO-RFQ-0009-V011,PO-RFQ-0009-V011,V011,3497.34,LC at sight,2024-01-09,2024-01-04,0,5,on_time,0.0,0
PAY-PO-RFQ-0009-V018,PO-RFQ-0009-V018,V018,3920.4,Net60,2024-03-09,2024-03-14,5,0,slightly_late,0.0,0
PAY-PO-RFQ-0010-V009,PO-RFQ-0010-V009,V009,23300.37,Net30,2024-02-03,2024-02-02,0,1,on_time,0.0,0
PAY-PO-RFQ-0010-V001,PO-RFQ-0010-V001,V001,23719.41,LC at sight,2024-01-11,2024-01-13,2,0,slightly_late,0.0,0
PAY-PO-RFQ-0010-V019,PO-RFQ-0010-V019,V019,26914.59,Net45,2024-02-21,2024-02-17,0,4,on_time,0.0,0
PAY-PO-RFQ-0010-V004,PO-RFQ-0010-V004,V004,24260.67,Net60,2024-03-06,2024-03-05,0,1,on_time,0.0,0
PAY-PO-RFQ-0010-V007,PO-RFQ-0010-V007,V007,25561.44,LC at sight,2024-01-08,2024-01-09,1,0,slightly_late,0.0,0
PAY-PO-RFQ-0011-V012,PO-RFQ-0011-V012,V012,2648.6,LC at sight,2024-02-09,2024-02-06,0,3,on_time,0.0,1
PAY-PO-RFQ-0011-V003,PO-RFQ-0011-V003,V003,2670.7,2/10 Net30,2024-03-07,2024-03-05,0,2,on_time,0.0,1
PAY-PO-RFQ-0011-V020,PO-RFQ-0011-V020,V020,2691.1,2/10 Net30,2024-03-04,2024-02-28,0,5,on_time,0.0,1
PAY-PO-RFQ-0011-V008,PO-RFQ-0011-V008,V008,2522.8,LC at sight,2024-02-07,2024-02-06,0,1,on_time,0.0,1
PAY-PO-RFQ-0011-V005,PO-RFQ-0011-V005,V005,2641.8,Net30,2024-03-11,2024-03-06,0,5,on_time,0.0,1
PAY-PO-RFQ-0012-V018,PO-RFQ-0012-V018,V018,37436.66,Net60,2024-04-07,2024-04-02,0,5,on_time,0.0,1
PAY-PO-RFQ-0012-V013,PO-RFQ-0012-V013,V013,36160.02,2/10 Net30,2024-03-04,2024-03-11,7,0,slightly_late,0.0,1
PAY-PO-RFQ-0012-V016,PO-RFQ-0012-V016,V016,32091.74,2/10 Net30,2024-03-05,2024-03-25,20,0,late,0.0,1
PAY-PO-RFQ-0012-V011,PO-RFQ-0012-V011,V011,37727.54,2/10 Net30,2024-03-10,2024-03-14,4,0,slightly_late,0.0,1
PAY-PO-RFQ-0013-V010,PO-RFQ-0013-V010,V010,9045.55,Net60,2024-04-06,2024-04-07,1,0,slightly_late,0.0,1
PAY-PO-RFQ-0013-V001,PO-RFQ-0013-V001,V001,9869.54,2/10 Net30,2024-03-07,2024-03-13,6,0,slightly_late,0.0,1
PAY-PO-RFQ-0013-V004,PO-RFQ-0013-V004,V004,10499.65,Net60,2024-04-07,2024-04-02,0,5,on_time,0.0,1
PAY-PO-RFQ-0013-V007,PO-RFQ-0013-V007,V007,10339.83,Net45,2024-03-19,2024-03-15,0,4,on_time,0.0,1
PAY-PO-RFQ-0013-V019,PO-RFQ-0013-V019,V019,10943.74,2/10 Net30,2024-03-08,2024-03-06,0,2,on_time,0.0,1
PAY-PO-RFQ-0014-V018,PO-RFQ-0014-V018,V018,53900.16,Net30,2024-03-08,2024-03-10,2,0,slightly_late,0.0,1
PAY-PO-RFQ-0014-V006,PO-RFQ-0014-V006,V006,43677.3,Net30,2024-03-07,2024-03-04,0,3,on_time,0.0,1
PAY-PO-RFQ-0014-V013,PO-RFQ-0014-V013,V013,50712.3,2/10 Net30,2024-03-07,2024-03-03,0,4,on_time,0.0,1
PAY-PO-RFQ-0014-V011,PO-RFQ-0014-V011,V011,47118.42,2/10 Net30,2024-03-07,2024-03-14,7,0,slightly_late,0.0,1
PAY-PO-RFQ-0014-V002,PO-RFQ-0014-V002,V002,51588.66,2/10 Net30,2024-03-04,2024-03-06,2,0,slightly_late,0.0,1
PAY-PO-RFQ-0015-V013,PO-RFQ-0015-V013,V013,36373.5,Net30,2024-03-04,2024-03-02,0,2,on_time,0.0,1
PAY-PO-RFQ-0015-V002,PO-RFQ-0015-V002,V002,36175.26,LC at sight,2024-02-07,2024-02-03,0,4,on_time,0.0,1
PAY-PO-RFQ-0015-V018,PO-RFQ-0015-V018,V018,37467.36,Net30,2024-03-10,2024-03-11,1,0,slightly_late,0.0,1
PAY-PO-RFQ-0015-V006,PO-RFQ-0015-V006,V006,40393.76,LC at sight,2024-02-07,2024-02-06,0,1,on_time,0.0,1
PAY-PO-RFQ-0016-V002,PO-RFQ-0016-V002,V002,97242.54,2/10 Net30,2024-03-04,2024-03-02,0,2,on_time,0.0,1
PAY-PO-RFQ-0016-V016,PO-RFQ-0016-V016,V016,98516.22,LC at sight,2024-02-06,2024-02-03,0,3,on_time,0.0,1
PAY-PO-RFQ-0016-V011,PO-RFQ-0016-V011,V011,83546.82,Net30,2024-03-08,2024-03-04,0,4,on_time,0.0,1
PAY-PO-RFQ-0017-V012,PO-RFQ-0017-V012,V012,49454.0,2/10 Net30,2024-03-07,2024-03-12,5,0,slightly_late,0.0,1
PAY-PO-RFQ-0017-V020,PO-RFQ-0017-V020,V020,49810.0,Net45,2024-03-24,2024-03-23,0,1,on_time,0.0,1
PAY-PO-RFQ-0017-V015,PO-RFQ-0017-V015,V015,48038.0,Net30,2024-03-07,2024-03-07,0,0,on_time,0.0,1
PAY-PO-RFQ-0017-V008,PO-RFQ-0017-V008,V008,41870.0,Net30,2024-03-10,2024-03-10,0,0,on_time,0.0,1
PAY-PO-RFQ-0017-V014,PO-RFQ-0017-V014,V014,48272.0,Net45,2024-03-24,2024-03-20,0,4,on_time,0.0,1
PAY-PO-RFQ-0018-V001,PO-RFQ-0018-V001,V001,32830.1,Net30,2024-03-11,2024-03-07,0,4,on_time,0.0,1
PAY-PO-RFQ-0018-V007,PO-RFQ-0018-V007,V007,33840.9,Net45,2024-03-20,2024-04-12,23,0,late,0.0,1
PAY-PO-RFQ-0018-V004,PO-RFQ-0018-V004,V004,31251.2,Net45,2024-03-23,2024-03-18,0,5,on_time,0.0,1
PAY-PO-RFQ-0018-V019,PO-RFQ-0018-V019,V019,33170.2,Net60,2024-04-07,2024-04-06,0,1,on_time,0.0,1
PAY-PO-RFQ-0019-V013,PO-RFQ-0019-V013,V013,29305.44,Net45,2024-03-25,2024-03-23,0,2,on_time,0.0,1
PAY-PO-RFQ-0019-V006,PO-RFQ-0019-V006,V006,32875.56,Net45,2024-03-25,2024-03-25,0,0,on_time,0.0,1
PAY-PO-RFQ-0019-V011,PO-RFQ-0019-V011,V011,28466.96,Net60,2024-04-05,2024-04-04,0,1,on_time,0.0,1
PAY-PO-RFQ-0019-V002,PO-RFQ-0019-V002,V002,29145.64,Net60,2024-04-04,2024-04-05,1,0,slightly_late,0.0,1
PAY-PO-RFQ-0019-V018,PO-RFQ-0019-V018,V018,30476.68,LC at sight,2024-02-07,2024-02-05,0,2,on_time,0.0,1
PAY-PO-RFQ-0020-V016,PO-RFQ-0020-V016,V016,58517.0,Net30,2024-03-05,2024-03-03,0,2,on_time,0.0,1
PAY-PO-RFQ-0020-V002,PO-RFQ-0020-V002,V002,57572.83,Net30,2024-03-06,2024-03-03,0,3,on_time,0.0,1
PAY-PO-RFQ-0020-V018,PO-RFQ-0020-V018,V018,62968.6,Net45,2024-03-19,2024-03-23,4,0,slightly_late,0.0,1
PAY-PO-RFQ-0020-V013,PO-RFQ-0020-V013,V013,56431.21,Net60,2024-04-04,2024-04-09,5,0,slightly_late,0.0,1
PAY-PO-RFQ-0020-V006,PO-RFQ-0020-V006,V006,59561.69,Net30,2024-03-06,2024-03-03,0,3,on_time,0.0,1
PAY-PO-RFQ-0021-V004,PO-RFQ-0021-V004,V004,4295.5,Net60,2024-05-10,2024-06-05,26,0,late,0.0,2
PAY-PO-RFQ-0021-V009,PO-RFQ-0021-V009,V009,4441.25,LC at sight,2024-03-05,2024-03-04,0,1,on_time,0.0,2
PAY-PO-RFQ-0021-V017,PO-RFQ-0021-V017,V017,4199.25,LC at sight,2024-03-11,2024-03-10,0,1,on_time,0.0,2
PAY-PO-RFQ-0021-V001,PO-RFQ-0021-V001,V001,4246.0,2/10 Net30,2024-04-04,2024-04-02,0,2,on_time,0.0,2
PAY-PO-RFQ-0021-V019,PO-RFQ-0021-V019,V019,4567.75,Net30,2024-04-07,2024-04-06,0,1,on_time,0.0,2
PAY-PO-RFQ-0022-V009,PO-RFQ-0022-V009,V009,106588.74,Net30,2024-04-08,2024-04-12,4,0,slightly_late,0.0,2
PAY-PO-RFQ-0022-V004,PO-RFQ-0022-V004,V004,104717.32,Net45,2024-04-23,2024-04-18,0,5,on_time,0.0,2
PAY-PO-RFQ-0022-V007,PO-RFQ-0022-V007,V007,111282.36,Net45,2024-04-24,2024-04-22,0,2,on_time,0.0,2
PAY-PO-RFQ-0022-V017,PO-RFQ-0022-V017,V017,99705.86,Net30,2024-04-07,2024-04-28,21,0,late,0.0,2
PAY-PO-RFQ-0022-V010,PO-RFQ-0022-V010,V010,103193.88,Net30,2024-04-04,2024-04-05,1,0,slightly_late,0.0,2
PAY-PO-RFQ-0023-V007,PO-RFQ-0023-V007,V007,44397.04,Net45,2024-04-20,2024-04-19,0,1,on_time,0.0,2
PAY-PO-RFQ-0023-V019,PO-RFQ-0023-V019,V019,42425.68,Net45,2024-04-23,2024-04-23,0,0,on_time,0.0,2
PAY-PO-RFQ-0023-V009,PO-RFQ-0023-V009,V009,39986.64,2/10 Net30,2024-04-06,2024-04-11,5,0,slightly_late,0.0,2
PAY-PO-RFQ-0023-V004,PO-RFQ-0023-V004,V004,41303.84,Net30,2024-04-08,2024-04-15,7,0,slightly_late,0.0,2
PAY-PO-RFQ-0023-V001,PO-RFQ-0023-V001,V001,41884.0,2/10 Net30,2024-04-08,2024-04-03,0,5,on_time,0.0,2
PAY-PO-RFQ-0024-V010,PO-RFQ-0024-V010,V010,45021.12,Net30,2024-04-09,2024-04-04,0,5,on_time,0.0,2
PAY-PO-RFQ-0024-V009,PO-RFQ-0024-V009,V009,49407.68,Net45,2024-04-24,2024-05-01,7,0,slightly_late,0.0,2
PAY-PO-RFQ-0024-V004,PO-RFQ-0024-V004,V004,49231.04,Net45,2024-04-20,2024-04-23,3,0,slightly_late,0.0,2
PAY-PO-RFQ-0024-V019,PO-RFQ-0024-V019,V019,56694.08,LC at sight,2024-03-11,2024-03-13,2,0,slightly_late,0.0,2
PAY-PO-RFQ-0024-V017,PO-RFQ-0024-V017,V017,48568.64,Net45,2024-04-19,2024-04-16,0,3,on_time,0.0,2
PAY-PO-RFQ-0025-V018,PO-RFQ-0025-V018,V018,32736.8,LC at sight,2024-03-11,2024-03-10,0,1,on_time,0.0,2
PAY-PO-RFQ-0025-V002,PO-RFQ-0025-V002,V002,34174.32,2/10 Net30,2024-04-10,2024-04-15,5,0,slightly_late,0.0,2
PAY-PO-RFQ-0025-V006,PO-RFQ-0025-V006,V006,35279.64,Net60,2024-05-08,2024-05-04,0,4,on_time,0.0,2
PAY-PO-RFQ-0025-V013,PO-RFQ-0025-V013,V013,34237.74,Net30,2024-04-06,2024-04-02,0,4,on_time,0.0,2
PAY-PO-RFQ-0025-V016,PO-RFQ-0025-V016,V016,39815.68,2/10 Net30,2024-04-03,2024-03-30,0,4,on_time,0.0,2
PAY-PO-RFQ-0026-V013,PO-RFQ-0026-V013,V013,208359.6,Net30,2024-04-06,2024-04-02,0,4,on_time,0.0,2
PAY-PO-RFQ-0026-V006,PO-RFQ-0026-V006,V006,234746.62,Net30,2024-04-08,2024-04-03,0,5,on_time,0.0,2
PAY-PO-RFQ-0026-V011,PO-RFQ-0026-V011,V011,210251.81,Net60,2024-05-08,2024-05-05,0,3,on_time,0.0,2
PAY-PO-RFQ-0026-V002,PO-RFQ-0026-V002,V002,206623.27,Net30,2024-04-09,2024-04-16,7,0,slightly_late,0.0,2
PAY-PO-RFQ-0026-V018,PO-RFQ-0026-V018,V018,232430.07,2/10 Net30,2024-04-08,2024-04-03,0,5,on_time,0.0,2
PAY-PO-RFQ-0027-V001,PO-RFQ-0027-V001,V001,122545.05,Net45,2024-04-19,2024-04-19,0,0,on_time,0.0,2
PAY-PO-RFQ-0027-V010,PO-RFQ-0027-V010,V010,119952.45,LC at sight,2024-03-05,2024-03-02,0,3,on_time,0.0,2
PAY-PO-RFQ-0027-V017,PO-RFQ-0027-V017,V017,124297.29,LC at sight,2024-03-05,2024-03-05,0,0,on_time,0.0,2
PAY-PO-RFQ-0027-V009,PO-RFQ-0027-V009,V009,120645.3,2/10 Net30,2024-04-05,2024-03-31,0,5,on_time,0.0,2
PAY-PO-RFQ-0027-V007,PO-RFQ-0027-V007,V007,128056.56,LC at sight,2024-03-11,2024-03-09,0,2,on_time,0.0,2
PAY-PO-RFQ-0028-V013,PO-RFQ-0028-V013,V013,112308.0,Net30,2024-04-08,2024-04-07,0,1,on_time,0.0,2
PAY-PO-RFQ-0028-V002,PO-RFQ-0028-V002,V002,116345.6,Net60,2024-05-03,2024-05-06,3,0,slightly_late,0.0,2
PAY-PO-RFQ-0028-V018,PO-RFQ-0028-V018,V018,118266.4,Net60,2024-05-06,2024-05-02,0,4,on_time,0.0,2
PAY-PO-RFQ-0028-V016,PO-RFQ-0028-V016,V016,110475.4,Net60,2024-05-09,2024-05-05,0,4,on_time,0.0,2
PAY-PO-RFQ-0028-V011,PO-RFQ-0028-V011,V011,114660.0,Net30,2024-04-03,2024-03-30,0,4,on_time,0.0,2
PAY-PO-RFQ-0029-V005,PO-RFQ-0029-V005,V005,57894.45,Net60,2024-05-03,2024-04-29,0,4,on_time,0.0,2
PAY-PO-RFQ-0029-V015,PO-RFQ-0029-V015,V015,62075.85,Net60,2024-05-05,2024-05-01,0,4,on_time,0.0,2
PAY-PO-RFQ-0029-V020,PO-RFQ-0029-V020,V020,63290.25,Net45,2024-04-24,2024-04-20,0,4,on_time,0.0,2
PAY-PO-RFQ-0029-V008,PO-RFQ-0029-V008,V008,58267.05,Net60,2024-05-07,2024-05-06,0,1,on_time,0.0,2
PAY-PO-RFQ-0030-V017,PO-RFQ-0030-V017,V017,24991.7,Net30,2024-04-09,2024-04-08,0,1,on_time,0.0,2
PAY-PO-RFQ-0030-V009,PO-RFQ-0030-V009,V009,25382.1,Net30,2024-04-08,2024-04-07,0,1,on_time,0.0,2
PAY-PO-RFQ-0030-V004,PO-RFQ-0030-V004,V004,25940.25,Net60,2024-05-10,2024-05-25,15,0,late,0.0,2
PAY-PO-RFQ-0030-V001,PO-RFQ-0030-V001,V001,26266.6,2/10 Net30,2024-04-07,2024-04-04,0,3,on_time,0.0,2
PAY-PO-RFQ-0030-V019,PO-RFQ-0030-V019,V019,28011.2,Net30,2024-04-03,2024-03-29,0,5,on_time,0.0,2
PAY-PO-RFQ-0031-V002,PO-RFQ-0031-V002,V002,3702.72,Net60,2024-06-06,2024-06-05,0,1,on_time,0.0,3
PAY-PO-RFQ-0031-V013,PO-RFQ-0031-V013,V013,3791.64,Net30,2024-05-05,2024-05-02,0,3,on_time,0.0,3
PAY-PO-RFQ-0031-V018,PO-RFQ-0031-V018,V018,3841.8,LC at sight,2024-04-05,2024-04-03,0,2,on_time,0.0,3
PAY-PO-RFQ-0031-V006,PO-RFQ-0031-V006,V006,3923.88,Net60,2024-06-03,2024-06-02,0,1,on_time,0.0,3
PAY-PO-RFQ-0032-V004,PO-RFQ-0032-V004,V004,32907.05,Net30,2024-05-04,2024-04-30,0,4,on_time,0.0,3
PAY-PO-RFQ-0032-V010,PO-RFQ-0032-V010,V010,31364.63,Net60,2024-06-06,2024-06-07,1,0,slightly_late,0.0,3
PAY-PO-RFQ-0032-V017,PO-RFQ-0032-V017,V017,30689.56,Net30,2024-05-08,2024-05-06,0,2,on_time,0.0,3
PAY-PO-RFQ-0032-V009,PO-RFQ-0032-V009,V009,32146.29,LC at sight,2024-04-05,2024-03-31,0,5,on_time,0.0,3
PAY-PO-RFQ-0032-V001,PO-RFQ-0032-V001,V001,31538.1,LC at sight,2024-04-06,2024-04-03,0,3,on_time,0.0,3
PAY-PO-RFQ-0033-V013,PO-RFQ-0033-V013,V013,9877.8,Net45,2024-05-19,2024-05-16,0,3,on_time,0.0,3
PAY-PO-RFQ-0033-V006,PO-RFQ-0033-V006,V006,9819.0,Net60,2024-06-02,2024-05-28,0,5,on_time,0.0,3
PAY-PO-RFQ-0033-V002,PO-RFQ-0033-V002,V002,10081.8,LC at sight,2024-04-07,2024-04-06,0,1,on_time,0.0,3
PAY-PO-RFQ-0033-V016,PO-RFQ-0033-V016,V016,8713.8,LC at sight,2024-04-04,2024-04-01,0,3,on_time,0.0,3
PAY-PO-RFQ-0033-V018,PO-RFQ-0033-V018,V018,10384.2,LC at sight,2024-04-07,2024-04-06,0,1,on_time,0.0,3
PAY-PO-RFQ-0034-V009,PO-RFQ-0034-V009,V009,14614.56,Net30,2024-05-07,2024-05-05,0,2,on_time,0.0,3
PAY-PO-RFQ-0034-V001,PO-RFQ-0034-V001,V001,14532.96,Net30,2024-05-09,2024-05-04,0,5,on_time,0.0,3
PAY-PO-RFQ-0034-V004,PO-RFQ-0034-V004,V004,15272.8,2/10 Net30,2024-05-07,2024-05-03,0,4,on_time,0.0,3
PAY-PO-RFQ-0034-V017,PO-RFQ-0034-V017,V017,14203.84,Net60,2024-06-03,2024-05-29,0,5,on_time,0.0,3
PAY-PO-RFQ-0034-V007,PO-RFQ-0034-V007,V007,15992.24,Net30,2024-05-07,2024-05-02,0,5,on_time,0.0,3
PAY-PO-RFQ-0035-V017,PO-RFQ-0035-V017,V017,109373.42,Net30,2024-05-05,2024-05-01,0,4,on_time,0.0,3
PAY-PO-RFQ-0035-V009,PO-RFQ-0035-V009,V009,101876.58,LC at sight,2024-04-04,2024-03-31,0,4,on_time,0.0,3
PAY-PO-RFQ-0035-V007,PO-RFQ-0035-V007,V007,114156.12,Net30,2024-05-03,2024-05-10,7,0,slightly_late,0.0,3
PAY-PO-RFQ-0035-V004,PO-RFQ-0035-V004,V004,111117.5,Net30,2024-05-10,2024-05-14,4,0,slightly_late,0.0,3
PAY-PO-RFQ-0035-V001,PO-RFQ-0035-V001,V001,111026.24,Net60,2024-06-09,2024-06-09,0,0,on_time,0.0,3
PAY-PO-RFQ-0036-V006,PO-RFQ-0036-V006,V006,15273.6,LC at sight,2024-04-09,2024-04-15,6,0,slightly_late,0.0,3
PAY-PO-RFQ-0036-V016,PO-RFQ-0036-V016,V016,12160.4,Net60,2024-06-03,2024-06-06,3,0,slightly_late,0.0,3
PAY-PO-RFQ-0036-V002,PO-RFQ-0036-V002,V002,15789.6,LC at sight,2024-04-05,2024-04-01,0,4,on_time,0.0,3
PAY-PO-RFQ-0036-V018,PO-RFQ-0036-V018,V018,16653.04,Net30,2024-05-06,2024-05-05,0,1,on_time,0.0,3
PAY-PO-RFQ-0036-V013,PO-RFQ-0036-V013,V013,15700.16,Net45,2024-05-23,2024-05-21,0,2,on_time,0.0,3
PAY-PO-RFQ-0037-V013,PO-RFQ-0037-V013,V013,97812.52,LC at sight,2024-04-05,2024-04-07,2,0,slightly_late,0.0,3
PAY-PO-RFQ-0037-V002,PO-RFQ-0037-V002,V002,96526.09,Net30,2024-05-04,2024-05-03,0,1,on_time,0.0,3
PAY-PO-RFQ-0037-V016,PO-RFQ-0037-V016,V016,97741.28,Net45,2024-05-25,2024-05-25,0,0,on_time,0.0,3
PAY-PO-RFQ-0037-V018,PO-RFQ-0037-V018,V018,102359.55,Net45,2024-05-20,2024-05-19,0,1,on_time,0.0,3
PAY-PO-RFQ-0038-V011,PO-RFQ-0038-V011,V011,7733.58,2/10 Net30,2024-05-06,2024-05-09,3,0,slightly_late,0.0,3
PAY-PO-RFQ-0038-V013,PO-RFQ-0038-V013,V013,8838.9,LC at sight,2024-04-03,2024-04-06,3,0,slightly_late,0.0,3
PAY-PO-RFQ-0038-V018,PO-RFQ-0038-V018,V018,9080.46,LC at sight,2024-04-07,2024-04-03,0,4,on_time,0.0,3
PAY-PO-RFQ-0039-V004,PO-RFQ-0039-V004,V004,33434.2,2/10 Net30,2024-05-06,2024-05-01,0,5,on_time,0.0,3
PAY-PO-RFQ-0039-V001,PO-RFQ-0039-V001,V001,33064.26,Net30,2024-05-06,2024-05-02,0,4,on_time,0.0,3
PAY-PO-RFQ-0039-V009,PO-RFQ-0039-V009,V009,33769.24,Net45,2024-05-24,2024-05-27,3,0,slightly_late,0.0,3
PAY-PO-RFQ-0039-V017,PO-RFQ-0039-V017,V017,31301.81,Net45,2024-05-24,2024-05-19,0,5,on_time,0.0,3
PAY-PO-RFQ-0039-V007,PO-RFQ-0039-V007,V007,36990.51,Net60,2024-06-06,2024-06-06,0,0,on_time,0.0,3
PAY-PO-RFQ-0040-V006,PO-RFQ-0040-V006,V006,94659.84,2/10 Net30,2024-05-05,2024-04-30,0,5,on_time,0.0,3
PAY-PO-RFQ-0040-V013,PO-RFQ-0040-V013,V013,115346.76,LC at sight,2024-04-09,2024-04-04,0,5,on_time,0.0,3
PAY-PO-RFQ-0040-V018,PO-RFQ-0040-V018,V018,122928.81,Net60,2024-06-06,2024-06-06,0,0,on_time,0.0,3
PAY-PO-RFQ-0041-V022,PO-RFQ-0041-V022,V022,29201.1,LC at sight,2024-05-06,2024-05-11,5,0,slightly_late,0.0,4
PAY-PO-RFQ-0041-V004,PO-RFQ-0041-V004,V004,32012.64,2/10 Net30,2024-06-03,2024-06-07,4,0,slightly_late,0.0,4
PAY-PO-RFQ-0041-V009,PO-RFQ-0041-V009,V009,30506.76,LC at sight,2024-05-07,2024-05-11,4,0,slightly_late,0.0,4
